filename,tier,lang,chapter_idx,chapter_title,chapter_words,has_chapter_structure
el_primer_hombre_spanish_edition_albert_camus.txt,S,es,2,1,322,True
el_primer_hombre_spanish_edition_albert_camus.txt,S,es,3,1,1447,True
el_primer_hombre_spanish_edition_albert_camus.txt,S,es,4,1,445,True
el_primer_hombre_spanish_edition_albert_camus.txt,S,es,5,c,1026,True
el_primer_hombre_spanish_edition_albert_camus.txt,S,es,6,1,2899,True
el_primer_hombre_spanish_edition_albert_camus.txt,S,es,7,5,222,True
el_primer_hombre_spanish_edition_albert_camus.txt,S,es,8,1,401,True
el_primer_hombre_spanish_edition_albert_camus.txt,S,es,9,1,4256,True
el_primer_hombre_spanish_edition_albert_camus.txt,S,es,10,1,435,True
el_primer_hombre_spanish_edition_albert_camus.txt,S,es,11,c,1458,True
el_primer_hombre_spanish_edition_albert_camus.txt,S,es,12,1,3363,True
el_primer_hombre_spanish_edition_albert_camus.txt,S,es,13,1,1000,True
el_primer_hombre_spanish_edition_albert_camus.txt,S,es,14,d,6231,True
el_primer_hombre_spanish_edition_albert_camus.txt,S,es,15,1,1501,True
el_primer_hombre_spanish_edition_albert_camus.txt,S,es,16,1,648,True
el_primer_hombre_spanish_edition_albert_camus.txt,S,es,17,1,1089,True
el_primer_hombre_spanish_edition_albert_camus.txt,S,es,18,1,820,True
el_primer_hombre_spanish_edition_albert_camus.txt,S,es,19,1,1024,True
el_primer_hombre_spanish_edition_albert_camus.txt,S,es,20,1,1967,True
el_primer_hombre_spanish_edition_albert_camus.txt,S,es,21,1,925,True
el_primer_hombre_spanish_edition_albert_camus.txt,S,es,22,1,1489,True
el_primer_hombre_spanish_edition_albert_camus.txt,S,es,23,1,862,True
el_primer_hombre_spanish_edition_albert_camus.txt,S,es,24,1,1582,True
el_primer_hombre_spanish_edition_albert_camus.txt,S,es,25,1,788,True
el_primer_hombre_spanish_edition_albert_camus.txt,S,es,26,7,1529,True
el_primer_hombre_spanish_edition_albert_camus.txt,S,es,27,1,986,True
el_primer_hombre_spanish_edition_albert_camus.txt,S,es,28,1,1040,True
el_primer_hombre_spanish_edition_albert_camus.txt,S,es,29,XIX,859,True
el_primer_hombre_spanish_edition_albert_camus.txt,S,es,30,1,742,True
el_primer_hombre_spanish_edition_albert_camus.txt,S,es,31,1,1336,True
el_primer_hombre_spanish_edition_albert_camus.txt,S,es,32,1,4487,True
el_primer_hombre_spanish_edition_albert_camus.txt,S,es,33,2,1797,True
el_primer_hombre_spanish_edition_albert_camus.txt,S,es,34,1,1522,True
el_primer_hombre_spanish_edition_albert_camus.txt,S,es,35,1,2182,True
el_primer_hombre_spanish_edition_albert_camus.txt,S,es,36,1,3525,True
el_primer_hombre_spanish_edition_albert_camus.txt,S,es,37,c,1784,True
el_primer_hombre_spanish_edition_albert_camus.txt,S,es,38,1,2858,True
el_primer_hombre_spanish_edition_albert_camus.txt,S,es,39,2,307,True
el_primer_hombre_spanish_edition_albert_camus.txt,S,es,40,1,1740,True
el_primer_hombre_spanish_edition_albert_camus.txt,S,es,41,1,217,True
el_primer_hombre_spanish_edition_albert_camus.txt,S,es,42,1,302,True
el_primer_hombre_spanish_edition_albert_camus.txt,S,es,43,2,908,True
el_primer_hombre_spanish_edition_albert_camus.txt,S,es,44,1,421,True
el_primer_hombre_spanish_edition_albert_camus.txt,S,es,45,1,906,True
el_primer_hombre_spanish_edition_albert_camus.txt,S,es,46,1,239,True
el_primer_hombre_spanish_edition_albert_camus.txt,S,es,47,1,871,True
el_primer_hombre_spanish_edition_albert_camus.txt,S,es,48,1,374,True
el_primer_hombre_spanish_edition_albert_camus.txt,S,es,49,1,225,True
el_primer_hombre_spanish_edition_albert_camus.txt,S,es,50,3,457,True
el_primer_hombre_spanish_edition_albert_camus.txt,S,es,51,1,752,True
el_primer_hombre_spanish_edition_albert_camus.txt,S,es,52,1,573,True
el_primer_hombre_spanish_edition_albert_camus.txt,S,es,53,1,339,True
el_primer_hombre_spanish_edition_albert_camus.txt,S,es,54,2,3730,True
el_primer_hombre_spanish_edition_albert_camus.txt,S,es,55,1,222,True
el_sueno_spanish_edition_emile_zola.txt,S,es,0,10,213,True
el_sueno_spanish_edition_emile_zola.txt,S,es,1,12,428,True
el_sueno_spanish_edition_emile_zola.txt,S,es,2,19,639,True
el_sueno_spanish_edition_emile_zola.txt,S,es,3,21,487,True
el_sueno_spanish_edition_emile_zola.txt,S,es,4,23,312,True
el_sueno_spanish_edition_emile_zola.txt,S,es,5,24,400,True
el_sueno_spanish_edition_emile_zola.txt,S,es,6,25,994,True
el_sueno_spanish_edition_emile_zola.txt,S,es,7,29,283,True
el_sueno_spanish_edition_emile_zola.txt,S,es,8,32,218,True
el_sueno_spanish_edition_emile_zola.txt,S,es,9,34,1197,True
el_sueno_spanish_edition_emile_zola.txt,S,es,10,38,479,True
el_sueno_spanish_edition_emile_zola.txt,S,es,11,41,1130,True
el_sueno_spanish_edition_emile_zola.txt,S,es,12,43,223,True
el_sueno_spanish_edition_emile_zola.txt,S,es,13,44,300,True
el_sueno_spanish_edition_emile_zola.txt,S,es,14,47,1042,True
el_sueno_spanish_edition_emile_zola.txt,S,es,15,49,595,True
el_sueno_spanish_edition_emile_zola.txt,S,es,16,50,939,True
el_sueno_spanish_edition_emile_zola.txt,S,es,17,52,495,True
el_sueno_spanish_edition_emile_zola.txt,S,es,18,54,269,True
el_sueno_spanish_edition_emile_zola.txt,S,es,19,61,254,True
el_sueno_spanish_edition_emile_zola.txt,S,es,20,66,329,True
el_sueno_spanish_edition_emile_zola.txt,S,es,21,85,278,True
el_sueno_spanish_edition_emile_zola.txt,S,es,22,87,332,True
el_sueno_spanish_edition_emile_zola.txt,S,es,23,91,1252,True
el_sueno_spanish_edition_emile_zola.txt,S,es,24,93,505,True
el_sueno_spanish_edition_emile_zola.txt,S,es,25,98,712,True
el_sueno_spanish_edition_emile_zola.txt,S,es,26,99,253,True
el_sueno_spanish_edition_emile_zola.txt,S,es,27,105,1009,True
el_sueno_spanish_edition_emile_zola.txt,S,es,28,106,235,True
el_sueno_spanish_edition_emile_zola.txt,S,es,29,107,539,True
el_sueno_spanish_edition_emile_zola.txt,S,es,30,108,2906,True
el_sueno_spanish_edition_emile_zola.txt,S,es,31,109,1185,True
el_sueno_spanish_edition_emile_zola.txt,S,es,32,110,1534,True
el_sueno_spanish_edition_emile_zola.txt,S,es,33,112,1644,True
el_sueno_spanish_edition_emile_zola.txt,S,es,34,113,1880,True
el_sueno_spanish_edition_emile_zola.txt,S,es,35,114,707,True
el_sueno_spanish_edition_emile_zola.txt,S,es,36,"115
.",852,True
el_sueno_spanish_edition_emile_zola.txt,S,es,37,116,286,True
el_sueno_spanish_edition_emile_zola.txt,S,es,38,117,935,True
el_sueno_spanish_edition_emile_zola.txt,S,es,39,119,845,True
el_sueno_spanish_edition_emile_zola.txt,S,es,40,120,1926,True
el_sueno_spanish_edition_emile_zola.txt,S,es,41,121,341,True
el_sueno_spanish_edition_emile_zola.txt,S,es,42,122,2534,True
el_sueno_spanish_edition_emile_zola.txt,S,es,43,124,446,True
el_sueno_spanish_edition_emile_zola.txt,S,es,44,125,735,True
el_sueno_spanish_edition_emile_zola.txt,S,es,45,126,509,True
el_sueno_spanish_edition_emile_zola.txt,S,es,46,130,229,True
el_sueno_spanish_edition_emile_zola.txt,S,es,47,132,1178,True
el_sueno_spanish_edition_emile_zola.txt,S,es,48,133,1471,True
el_sueno_spanish_edition_emile_zola.txt,S,es,49,134,1076,True
el_sueno_spanish_edition_emile_zola.txt,S,es,50,135,648,True
el_sueno_spanish_edition_emile_zola.txt,S,es,51,136,216,True
el_sueno_spanish_edition_emile_zola.txt,S,es,52,138,3866,True
el_sueno_spanish_edition_emile_zola.txt,S,es,53,139,2918,True
el_sueno_spanish_edition_emile_zola.txt,S,es,54,140,3632,True
el_sueno_spanish_edition_emile_zola.txt,S,es,55,141,4040,True
el_sueno_spanish_edition_emile_zola.txt,S,es,56,142,1895,True
el_sueno_spanish_edition_emile_zola.txt,S,es,57,145,322,True
el_sueno_spanish_edition_emile_zola.txt,S,es,58,148,1232,True
el_sueno_spanish_edition_emile_zola.txt,S,es,59,150,201,True
el_sueno_spanish_edition_emile_zola.txt,S,es,60,153,267,True
el_sueno_spanish_edition_emile_zola.txt,S,es,61,154,1126,True
el_sueno_spanish_edition_emile_zola.txt,S,es,62,155,583,True
el_sueno_spanish_edition_emile_zola.txt,S,es,63,156,1783,True
el_sueno_spanish_edition_emile_zola.txt,S,es,64,160,758,True
el_sueno_spanish_edition_emile_zola.txt,S,es,65,162,8612,True
el_sueno_spanish_edition_emile_zola.txt,S,es,66,163,544,True
el_sueno_spanish_edition_emile_zola.txt,S,es,67,167,880,True
el_sueno_spanish_edition_emile_zola.txt,S,es,68,168,367,True
el_sueno_spanish_edition_emile_zola.txt,S,es,69,"170
.",405,True
el_sueno_spanish_edition_emile_zola.txt,S,es,70,171,205,True
el_sueno_spanish_edition_emile_zola.txt,S,es,71,172,641,True
el_sueno_spanish_edition_emile_zola.txt,S,es,72,173,460,True
el_sueno_spanish_edition_emile_zola.txt,S,es,73,106,205,True
el_sueno_spanish_edition_emile_zola.txt,S,es,74,156,232,True
el_verdugo_de_gaudi_spanish_edition_aro_sainz_de_la_maza.txt,B,es,0,29,509,True
el_verdugo_de_gaudi_spanish_edition_aro_sainz_de_la_maza.txt,B,es,1,1,5078,True
el_verdugo_de_gaudi_spanish_edition_aro_sainz_de_la_maza.txt,B,es,2,2,6081,True
el_verdugo_de_gaudi_spanish_edition_aro_sainz_de_la_maza.txt,B,es,3,3,5125,True
el_verdugo_de_gaudi_spanish_edition_aro_sainz_de_la_maza.txt,B,es,4,4,3330,True
el_verdugo_de_gaudi_spanish_edition_aro_sainz_de_la_maza.txt,B,es,5,XIX,3600,True
el_verdugo_de_gaudi_spanish_edition_aro_sainz_de_la_maza.txt,B,es,6,5,11314,True
el_verdugo_de_gaudi_spanish_edition_aro_sainz_de_la_maza.txt,B,es,7,6,6668,True
el_verdugo_de_gaudi_spanish_edition_aro_sainz_de_la_maza.txt,B,es,8,7,6213,True
el_verdugo_de_gaudi_spanish_edition_aro_sainz_de_la_maza.txt,B,es,9,8,7357,True
el_verdugo_de_gaudi_spanish_edition_aro_sainz_de_la_maza.txt,B,es,10,9,6722,True
el_verdugo_de_gaudi_spanish_edition_aro_sainz_de_la_maza.txt,B,es,11,10,903,True
el_verdugo_de_gaudi_spanish_edition_aro_sainz_de_la_maza.txt,B,es,12,"XX
.",930,True
el_verdugo_de_gaudi_spanish_edition_aro_sainz_de_la_maza.txt,B,es,13,XVIII,3042,True
el_verdugo_de_gaudi_spanish_edition_aro_sainz_de_la_maza.txt,B,es,14,XXI,2008,True
el_verdugo_de_gaudi_spanish_edition_aro_sainz_de_la_maza.txt,B,es,15,11,4677,True
el_verdugo_de_gaudi_spanish_edition_aro_sainz_de_la_maza.txt,B,es,16,12,9915,True
el_verdugo_de_gaudi_spanish_edition_aro_sainz_de_la_maza.txt,B,es,17,13,2268,True
el_verdugo_de_gaudi_spanish_edition_aro_sainz_de_la_maza.txt,B,es,18,XX,3917,True
el_verdugo_de_gaudi_spanish_edition_aro_sainz_de_la_maza.txt,B,es,19,14,6371,True
el_verdugo_de_gaudi_spanish_edition_aro_sainz_de_la_maza.txt,B,es,20,15,4019,True
el_verdugo_de_gaudi_spanish_edition_aro_sainz_de_la_maza.txt,B,es,21,XIX,1768,True
el_verdugo_de_gaudi_spanish_edition_aro_sainz_de_la_maza.txt,B,es,22,16,5056,True
el_verdugo_de_gaudi_spanish_edition_aro_sainz_de_la_maza.txt,B,es,23,17,6761,True
el_verdugo_de_gaudi_spanish_edition_aro_sainz_de_la_maza.txt,B,es,24,18,5145,True
el_verdugo_de_gaudi_spanish_edition_aro_sainz_de_la_maza.txt,B,es,25,mi,2517,True
el_verdugo_de_gaudi_spanish_edition_aro_sainz_de_la_maza.txt,B,es,26,19,4953,True
el_verdugo_de_gaudi_spanish_edition_aro_sainz_de_la_maza.txt,B,es,27,20,4931,True
el_verdugo_de_gaudi_spanish_edition_aro_sainz_de_la_maza.txt,B,es,28,21,4433,True
el_verdugo_de_gaudi_spanish_edition_aro_sainz_de_la_maza.txt,B,es,29,22,5426,True
el_verdugo_de_gaudi_spanish_edition_aro_sainz_de_la_maza.txt,B,es,30,23,6327,True
el_verdugo_de_gaudi_spanish_edition_aro_sainz_de_la_maza.txt,B,es,31,24,5679,True
el_verdugo_de_gaudi_spanish_edition_aro_sainz_de_la_maza.txt,B,es,32,25,5511,True
el_verdugo_de_gaudi_spanish_edition_aro_sainz_de_la_maza.txt,B,es,33,26,5425,True
el_verdugo_de_gaudi_spanish_edition_aro_sainz_de_la_maza.txt,B,es,34,27,5627,True
el_verdugo_de_gaudi_spanish_edition_aro_sainz_de_la_maza.txt,B,es,35,28,5632,True
el_verdugo_de_gaudi_spanish_edition_aro_sainz_de_la_maza.txt,B,es,36,29,4610,True
el_vientre_de_paris_spanish_edition_emilie_zola.txt,S,es,0,XIX,502,True
el_vientre_de_paris_spanish_edition_emilie_zola.txt,S,es,1,XIX,461,True
elite_plateada_spanish_edition_dani_francis.txt,C,es,0,C,19711,True
elite_plateada_spanish_edition_dani_francis.txt,C,es,1,M,5878,True
elite_plateada_spanish_edition_dani_francis.txt,C,es,2,C,7907,True
elite_plateada_spanish_edition_dani_francis.txt,C,es,3,C,2083,True
elite_plateada_spanish_edition_dani_francis.txt,C,es,4,M,8530,True
elite_plateada_spanish_edition_dani_francis.txt,C,es,5,C,4429,True
elite_plateada_spanish_edition_dani_francis.txt,C,es,6,C,3656,True
elite_plateada_spanish_edition_dani_francis.txt,C,es,7,Mmm,570,True
elite_plateada_spanish_edition_dani_francis.txt,C,es,8,M,2547,True
elite_plateada_spanish_edition_dani_francis.txt,C,es,9,C,9018,True
elite_plateada_spanish_edition_dani_francis.txt,C,es,10,C,10632,True
elite_plateada_spanish_edition_dani_francis.txt,C,es,11,M,1494,True
elite_plateada_spanish_edition_dani_francis.txt,C,es,12,M,32338,True
elite_plateada_spanish_edition_dani_francis.txt,C,es,13,L,1632,True
elite_plateada_spanish_edition_dani_francis.txt,C,es,14,M,3101,True
elite_plateada_spanish_edition_dani_francis.txt,C,es,15,V,4373,True
elite_plateada_spanish_edition_dani_francis.txt,C,es,16,L,1978,True
elite_plateada_spanish_edition_dani_francis.txt,C,es,17,C,18023,True
elite_plateada_spanish_edition_dani_francis.txt,C,es,18,C,12443,True
elite_plateada_spanish_edition_dani_francis.txt,C,es,19,L,5737,True
elite_plateada_spanish_edition_dani_francis.txt,C,es,20,V,1729,True
elite_plateada_spanish_edition_dani_francis.txt,C,es,21,D,5408,True
emilio_zola_por_una_noche_de_amor_spanish_edition_usuario.txt,S,es,0,I,2611,True
emilio_zola_por_una_noche_de_amor_spanish_edition_usuario.txt,S,es,1,II,820,True
emilio_zola_por_una_noche_de_amor_spanish_edition_usuario.txt,S,es,2,L,2306,True
emilio_zola_por_una_noche_de_amor_spanish_edition_usuario.txt,S,es,3,III,2459,True
emilio_zola_por_una_noche_de_amor_spanish_edition_usuario.txt,S,es,4,IV,2217,True
emilio_zola_por_una_noche_de_amor_spanish_edition_usuario.txt,S,es,5,V,1592,True
emilio_zola_por_una_noche_de_amor_spanish_edition_usuario.txt,S,es,6,I,234,True
emilio_zola_por_una_noche_de_amor_spanish_edition_usuario.txt,S,es,7,mi,478,True
emilio_zola_por_una_noche_de_amor_spanish_edition_usuario.txt,S,es,8,II,298,True
emilio_zola_por_una_noche_de_amor_spanish_edition_usuario.txt,S,es,9,III,873,True
emilio_zola_por_una_noche_de_amor_spanish_edition_usuario.txt,S,es,10,IV,359,True
en_finir_avec_eddy_bellegueule_french_edition_edouard_luis.txt,A,fr,0,LIVRE 2,10773,True
en_finir_avec_eddy_bellegueule_french_edition_edouard_luis.txt,A,fr,1,XXI,33080,True
enlevee_par_le_destin_les_territoires_alpha_french_edition_shannon_mayer.txt,C,fr,0,C,4921,True
enlevee_par_le_destin_les_territoires_alpha_french_edition_shannon_mayer.txt,C,fr,1,2,4091,True
enlevee_par_le_destin_les_territoires_alpha_french_edition_shannon_mayer.txt,C,fr,2,"Ici
.",2709,True
enlevee_par_le_destin_les_territoires_alpha_french_edition_shannon_mayer.txt,C,fr,3,M,2156,True
enlevee_par_le_destin_les_territoires_alpha_french_edition_shannon_mayer.txt,C,fr,4,5,4648,True
enlevee_par_le_destin_les_territoires_alpha_french_edition_shannon_mayer.txt,C,fr,5,6,1481,True
enlevee_par_le_destin_les_territoires_alpha_french_edition_shannon_mayer.txt,C,fr,6,M,3432,True
enlevee_par_le_destin_les_territoires_alpha_french_edition_shannon_mayer.txt,C,fr,7,8,5728,True
enlevee_par_le_destin_les_territoires_alpha_french_edition_shannon_mayer.txt,C,fr,8,9,3283,True
enlevee_par_le_destin_les_territoires_alpha_french_edition_shannon_mayer.txt,C,fr,9,10,2779,True
enlevee_par_le_destin_les_territoires_alpha_french_edition_shannon_mayer.txt,C,fr,10,11,4946,True
enlevee_par_le_destin_les_territoires_alpha_french_edition_shannon_mayer.txt,C,fr,11,12,3380,True
enlevee_par_le_destin_les_territoires_alpha_french_edition_shannon_mayer.txt,C,fr,12,13,3778,True
enlevee_par_le_destin_les_territoires_alpha_french_edition_shannon_mayer.txt,C,fr,13,14,2655,True
enlevee_par_le_destin_les_territoires_alpha_french_edition_shannon_mayer.txt,C,fr,14,15,2895,True
enlevee_par_le_destin_les_territoires_alpha_french_edition_shannon_mayer.txt,C,fr,15,16,3565,True
enlevee_par_le_destin_les_territoires_alpha_french_edition_shannon_mayer.txt,C,fr,16,17,3107,True
enlevee_par_le_destin_les_territoires_alpha_french_edition_shannon_mayer.txt,C,fr,17,D,4468,True
enlevee_par_le_destin_les_territoires_alpha_french_edition_shannon_mayer.txt,C,fr,18,19,2301,True
enlevee_par_le_destin_les_territoires_alpha_french_edition_shannon_mayer.txt,C,fr,19,C,2755,True
enlevee_par_le_destin_les_territoires_alpha_french_edition_shannon_mayer.txt,C,fr,20,D,3272,True
enlevee_par_le_destin_les_territoires_alpha_french_edition_shannon_mayer.txt,C,fr,21,22,4548,True
enlevee_par_le_destin_les_territoires_alpha_french_edition_shannon_mayer.txt,C,fr,22,23,3823,True
enlevee_par_le_destin_les_territoires_alpha_french_edition_shannon_mayer.txt,C,fr,23,24,911,True
enlevee_par_le_destin_les_territoires_alpha_french_edition_shannon_mayer.txt,C,fr,24,L,2775,True
enlevee_par_le_destin_les_territoires_alpha_french_edition_shannon_mayer.txt,C,fr,25,26,1386,True
exupery_petit_prince_508.txt,S,en,0,I,5363,True
exupery_petit_prince_508.txt,S,en,1,II,4383,True
exupery_petit_prince_508.txt,S,en,2,III,5665,True
exupery_petit_prince_508.txt,S,en,3,IV,20053,True
falling_to_pieces_annette_lyon.txt,B,en,0,Chapter 15,1891,True
falling_to_pieces_annette_lyon.txt,B,en,1,I,1508,True
falling_to_pieces_annette_lyon.txt,B,en,2,C,756,True
falling_to_pieces_annette_lyon.txt,B,en,3,C,3336,True
falling_to_pieces_annette_lyon.txt,B,en,4,Chapter 19,998,True
falling_to_pieces_annette_lyon.txt,B,en,5,Chapter 20,1427,True
falling_to_pieces_annette_lyon.txt,B,en,6,Chapter 21,2395,True
falling_to_pieces_annette_lyon.txt,B,en,7,Chapter 22,1573,True
falling_to_pieces_annette_lyon.txt,B,en,8,Chapter 23,1407,True
falling_to_pieces_annette_lyon.txt,B,en,9,I,846,True
falling_to_pieces_annette_lyon.txt,B,en,10,Chapter 24,2011,True
falling_to_pieces_annette_lyon.txt,B,en,11,Chapter 25,2007,True
falling_to_pieces_annette_lyon.txt,B,en,12,C,1446,True
falling_to_pieces_annette_lyon.txt,B,en,13,C,2744,True
falling_to_pieces_annette_lyon.txt,B,en,14,Chapter 27,1999,True
falling_to_pieces_annette_lyon.txt,B,en,15,D,1702,True
falling_to_pieces_annette_lyon.txt,B,en,16,Chapter 29,1512,True
falling_to_pieces_annette_lyon.txt,B,en,17,C,782,True
falling_to_pieces_annette_lyon.txt,B,en,18,C,1107,True
falling_to_pieces_annette_lyon.txt,B,en,19,Chapter 32,1094,True
falling_to_pieces_annette_lyon.txt,B,en,20,Chapter 33,1869,True
falling_to_pieces_annette_lyon.txt,B,en,21,Chapter 34,1233,True
falling_to_pieces_annette_lyon.txt,B,en,22,Chapter 35,942,True
falling_to_pieces_annette_lyon.txt,B,en,23,did,811,True
falling_to_pieces_annette_lyon.txt,B,en,24,C,769,True
falling_to_pieces_annette_lyon.txt,B,en,25,I,1285,True
falling_to_pieces_annette_lyon.txt,B,en,26,Chapter 37,1887,True
falling_to_pieces_annette_lyon.txt,B,en,27,C,1559,True
falling_to_pieces_annette_lyon.txt,B,en,28,Chapter 39,4295,True
falling_to_pieces_annette_lyon.txt,B,en,29,C,1138,True
falling_to_pieces_annette_lyon.txt,B,en,30,Chapter 40,1980,True
falling_to_pieces_annette_lyon.txt,B,en,31,Chapter 41,1113,True
falling_to_pieces_annette_lyon.txt,B,en,32,Chapter 42,2177,True
falling_to_pieces_annette_lyon.txt,B,en,33,Chapter 43,2468,True
falling_to_pieces_annette_lyon.txt,B,en,34,Chapter 44,764,True
falling_to_pieces_annette_lyon.txt,B,en,35,Chapter 45,1998,True
falling_to_pieces_annette_lyon.txt,B,en,36,I,759,True
falling_to_pieces_annette_lyon.txt,B,en,37,Chapter 46,1770,True
falling_to_pieces_annette_lyon.txt,B,en,38,Chapter 47,3117,True
falling_to_pieces_annette_lyon.txt,B,en,39,C,667,True
falling_to_pieces_annette_lyon.txt,B,en,40,Chapter 2,1966,True
falling_to_pieces_annette_lyon.txt,B,en,41,Chapter 3,2351,True
falling_to_pieces_annette_lyon.txt,B,en,42,C,1422,True
falling_to_pieces_annette_lyon.txt,B,en,43,Chapter 5,2915,True
falling_to_pieces_annette_lyon.txt,B,en,44,Chapter 6,2496,True
falling_to_pieces_annette_lyon.txt,B,en,45,Chapter 7,3055,True
falling_to_pieces_annette_lyon.txt,B,en,46,Chapter 8,6019,True
falling_to_pieces_annette_lyon.txt,B,en,47,Chapter 9,3574,True
falling_to_pieces_annette_lyon.txt,B,en,48,Chapter 10,2187,True
falling_to_pieces_annette_lyon.txt,B,en,49,Chapter 11,608,True
falling_to_pieces_annette_lyon.txt,B,en,50,Chapter 12,3073,True
falling_to_pieces_annette_lyon.txt,B,en,51,Chapter 13,1410,True
falling_to_pieces_annette_lyon.txt,B,en,52,Chapter 14,3972,True
fielding_tom_jones_6593.txt,S,en,0,Chapter xii,1499,True
fielding_tom_jones_6593.txt,S,en,1,Chapter i,898,True
fielding_tom_jones_6593.txt,S,en,2,Chapter ii,737,True
fielding_tom_jones_6593.txt,S,en,3,Chapter iii,1392,True
fielding_tom_jones_6593.txt,S,en,4,Chapter iv,1142,True
fielding_tom_jones_6593.txt,S,en,5,Chapter v,532,True
fielding_tom_jones_6593.txt,S,en,6,Chapter vi,1500,True
fielding_tom_jones_6593.txt,S,en,7,Chapter vii,1696,True
fielding_tom_jones_6593.txt,S,en,8,Chapter viii,933,True
fielding_tom_jones_6593.txt,S,en,9,Chapter ix,839,True
fielding_tom_jones_6593.txt,S,en,10,Chapter x,1425,True
fielding_tom_jones_6593.txt,S,en,11,Chapter xi,1655,True
fielding_tom_jones_6593.txt,S,en,12,Chapter xii,1206,True
fielding_tom_jones_6593.txt,S,en,13,Chapter xiii,1024,True
fielding_tom_jones_6593.txt,S,en,14,Chapter i,728,True
fielding_tom_jones_6593.txt,S,en,15,Chapter ii,779,True
fielding_tom_jones_6593.txt,S,en,16,Chapter iii,1424,True
fielding_tom_jones_6593.txt,S,en,17,Chapter iv,1783,True
fielding_tom_jones_6593.txt,S,en,18,Chapter v,2004,True
fielding_tom_jones_6593.txt,S,en,19,Chapter vi,2339,True
fielding_tom_jones_6593.txt,S,en,20,Chapter vii,1637,True
fielding_tom_jones_6593.txt,S,en,21,Chapter viii,608,True
fielding_tom_jones_6593.txt,S,en,22,Chapter ix,1665,True
fielding_tom_jones_6593.txt,S,en,23,Chapter i,652,True
fielding_tom_jones_6593.txt,S,en,24,Chapter ii,2056,True
fielding_tom_jones_6593.txt,S,en,25,Chapter iii,953,True
fielding_tom_jones_6593.txt,S,en,26,Chapter iv,1138,True
fielding_tom_jones_6593.txt,S,en,27,Chapter v,1808,True
fielding_tom_jones_6593.txt,S,en,28,Chapter vi,1418,True
fielding_tom_jones_6593.txt,S,en,29,Chapter vii,663,True
fielding_tom_jones_6593.txt,S,en,30,Chapter viii,833,True
fielding_tom_jones_6593.txt,S,en,31,Chapter ix,1025,True
fielding_tom_jones_6593.txt,S,en,32,Chapter x,1015,True
fielding_tom_jones_6593.txt,S,en,33,Chapter i,1090,True
fielding_tom_jones_6593.txt,S,en,34,Chapter ii,1135,True
fielding_tom_jones_6593.txt,S,en,35,Chapter iii,1048,True
fielding_tom_jones_6593.txt,S,en,36,Chapter iv,1202,True
fielding_tom_jones_6593.txt,S,en,37,Chapter v,2172,True
fielding_tom_jones_6593.txt,S,en,38,Chapter vi,1759,True
fielding_tom_jones_6593.txt,S,en,39,Chapter vii,376,True
fielding_tom_jones_6593.txt,S,en,40,Chapter viii,2117,True
fielding_tom_jones_6593.txt,S,en,41,Chapter ix,1184,True
fielding_tom_jones_6593.txt,S,en,42,Chapter x,1630,True
fielding_tom_jones_6593.txt,S,en,43,Chapter xi,1775,True
fielding_tom_jones_6593.txt,S,en,44,Chapter xii,1227,True
fielding_tom_jones_6593.txt,S,en,45,Chapter xiii,1188,True
fielding_tom_jones_6593.txt,S,en,46,Chapter xiv,2314,True
fielding_tom_jones_6593.txt,S,en,47,Chapter i,1558,True
fielding_tom_jones_6593.txt,S,en,48,Chapter ii,1872,True
fielding_tom_jones_6593.txt,S,en,49,Chapter iii,1022,True
fielding_tom_jones_6593.txt,S,en,50,Chapter iv,1248,True
fielding_tom_jones_6593.txt,S,en,51,Chapter v,3126,True
fielding_tom_jones_6593.txt,S,en,52,Chapter vi,2277,True
fielding_tom_jones_6593.txt,S,en,53,Chapter vii,2031,True
fielding_tom_jones_6593.txt,S,en,54,Chapter viii,2033,True
fielding_tom_jones_6593.txt,S,en,55,Chapter ix,1742,True
fielding_tom_jones_6593.txt,S,en,56,Chapter x,1309,True
fielding_tom_jones_6593.txt,S,en,57,Chapter xi,1312,True
fielding_tom_jones_6593.txt,S,en,58,Chapter xii,1733,True
fielding_tom_jones_6593.txt,S,en,59,Chapter i,1150,True
fielding_tom_jones_6593.txt,S,en,60,Chapter ii,2350,True
fielding_tom_jones_6593.txt,S,en,61,Chapter iii,1618,True
fielding_tom_jones_6593.txt,S,en,62,Chapter iv,771,True
fielding_tom_jones_6593.txt,S,en,63,Chapter v,1880,True
fielding_tom_jones_6593.txt,S,en,64,Chapter vi,1168,True
fielding_tom_jones_6593.txt,S,en,65,Chapter vii,1758,True
fielding_tom_jones_6593.txt,S,en,66,Chapter viii,774,True
fielding_tom_jones_6593.txt,S,en,67,Chapter ix,1773,True
fielding_tom_jones_6593.txt,S,en,68,Chapter x,1918,True
fielding_tom_jones_6593.txt,S,en,69,Chapter xi,843,True
fielding_tom_jones_6593.txt,S,en,70,Chapter xii,1621,True
fielding_tom_jones_6593.txt,S,en,71,Chapter xiii,1596,True
fielding_tom_jones_6593.txt,S,en,72,Chapter xiv,694,True
fielding_tom_jones_6593.txt,S,en,73,Chapter i,1382,True
fielding_tom_jones_6593.txt,S,en,74,Chapter ii,727,True
fielding_tom_jones_6593.txt,S,en,75,Chapter iii,2070,True
fielding_tom_jones_6593.txt,S,en,76,Chapter iv,902,True
fielding_tom_jones_6593.txt,S,en,77,Chapter v,1112,True
