"Type","Name","File"
"function","checkMigrationNeeded","_TO_DELETE_MANUALLY\migration.ts"
"function","checkPermission","gateway\src\hardening\governance.ts"
"function","checkTamper","packages\hardening\src\tamper.ts"
"function","checkTodoFixme","gateway\src\hardening\hardening_checks.ts"
"function","choice","_TO_DELETE_MANUALLY\omega-phase23\gateway\resilience\src\chaos\composition.ts"
"function","choice","gateway\resilience\src\chaos\composition.ts"
"function","classifyFragrance","_TO_DELETE_MANUALLY\OMEGA_EMOTION_ENGINE_EXTRACT_20260123-025708\03_emotion_engine_files\fingerprint.ts"
"function","classifyFragrance","packages\mycelium-bio\src\fingerprint.ts"
"function","cleanOldQuarantineFiles","_TO_DELETE_MANUALLY\quarantine.ts"
"function","clearAdapters","_TO_DELETE_MANUALLY\OMEGA_SPRINT15\src\nexus\router.ts"
"function","clearEventHistory","packages\omega-observability\src\events.ts"
"function","clearHistory","_TO_DELETE_MANUALLY\apps\omega-ui\src\lib\ipc.ts"
"function","clockDriftScenario","_TO_DELETE_MANUALLY\omega-phase23\gateway\resilience\src\chaos\factory.ts"
"function","clockDriftScenario","gateway\resilience\src\chaos\factory.ts"
"function","clockSkew","_TO_DELETE_MANUALLY\omega-phase23\gateway\resilience\src\chaos\factory.ts"
"function","clockSkew","gateway\resilience\src\chaos\factory.ts"
"function","clonePRNG","src\oracle\muse\prng.ts"
"function","cloneRequest","gateway\src\creation\creation_layer_nasa\creation_request.ts"
"function","coefficientOfVariation","packages\performance\src\stats.ts"
"function","collectAllEvents","_TO_DELETE_MANUALLY\mock_runner.ts"
"function","combineHashes","gateway\src\memory\memory_layer_nasa\memory_hash.ts"
"function","combineHashes","src\genesis\proofs\hash_utils.ts"
"function","commitHash","_TO_DELETE_MANUALLY\nexus\src\core\types.ts"
"function","commitHash","_TO_DELETE_MANUALLY\omega-nexus\src\core\types.ts"
"function","compare","_TO_DELETE_MANUALLY\omega-narrative-genome\src\comparator\similarity.ts"
"function","compare","_TO_DELETE_MANUALLY\omega-narrative-genome\src\index.ts"
"function","compare","packages\genome\src\api\similarity.ts"
"function","compare","packages\performance\src\benchmark.ts"
"function","compareConfidence","_TO_DELETE_MANUALLY\OMEGA_SENTINEL_SUPREME\sentinel\gravity\engine.ts"
"function","compareConfidence","_TO_DELETE_MANUALLY\sprint28_5\OMEGA_SENTINEL_SUPREME\sentinel\gravity\engine.ts"
"function","compareDetailed","_TO_DELETE_MANUALLY\omega-narrative-genome\src\comparator\similarity.ts"
"function","compareDetailed","_TO_DELETE_MANUALLY\omega-narrative-genome\src\index.ts"
"function","compareDetailed","packages\genome\src\api\similarity.ts"
"function","compareManifests","packages\proof-pack\src\serializer.ts"
"function","comparePositions","_TO_DELETE_MANUALLY\OMEGA_PHASE18_MEMORY\src\context\types.ts"
"function","compareRegions","_TO_DELETE_MANUALLY\OMEGA_SENTINEL_SUPREME\sentinel\regions\definitions.ts"
"function","compareRegions","_TO_DELETE_MANUALLY\sprint28_5\OMEGA_SENTINEL_SUPREME\sentinel\regions\definitions.ts"
"function","compareResults","packages\headless-runner\src\replay.ts"
"function","compareRoles","gateway\src\hardening\governance.ts"
"function","compareSnapshots","_TO_DELETE_MANUALLY\nexus\proof-utils\src\snapshot.ts"
"function","compareStrengths","_TO_DELETE_MANUALLY\OMEGA_SENTINEL_SUPREME\sentinel\foundation\proof_strength.ts"
"function","compareStrengths","_TO_DELETE_MANUALLY\sprint28_5\OMEGA_SENTINEL_SUPREME\sentinel\foundation\proof_strength.ts"
"function","compareSuites","_TO_DELETE_MANUALLY\nexus\bench\utils.ts"
"function","compareSuites","nexus\bench\utils.ts"
"function","complexity","_TO_DELETE_MANUALLY\omega-phase23\gateway\resilience\src\chaos\composition.ts"
"function","complexity","gateway\resilience\src\chaos\composition.ts"
"function","complianceFailed","src\scribe\errors.ts"
"function","compress","_TO_DELETE_MANUALLY\nexus\raw\src\utils\compression.ts"
"function","compressionRatio","_TO_DELETE_MANUALLY\nexus\raw\src\utils\compression.ts"
"function","computeArtifactHash","_TO_DELETE_MANUALLY\OMEGA_SENTINEL_SUPREME\sentinel\artifact\artifact.ts"
"function","computeArtifactHash","_TO_DELETE_MANUALLY\sprint28_5\OMEGA_SENTINEL_SUPREME\sentinel\artifact\artifact.ts"
"function","computeBoundaryLedgerHash","_TO_DELETE_MANUALLY\OMEGA_SENTINEL_SUPREME\sentinel\meta\boundary.ts"
"function","computeBoundaryLedgerHash","_TO_DELETE_MANUALLY\OMEGA_SENTINEL_SUPREME\sentinel\meta\boundary_ledger.ts"
"function","computeBoundaryLedgerHash","_TO_DELETE_MANUALLY\sprint28_5\OMEGA_SENTINEL_SUPREME\sentinel\meta\boundary_ledger.ts"
"function","computeBranchWeight","packages\mycelium-bio\src\gematria.ts"
"function","computeBranchWeight","packages\mycelium-bio\src\morpho_engine.ts"
"function","computeBreathingStats","_TO_DELETE_MANUALLY\OMEGA_EMOTION_ENGINE_EXTRACT_20260123-025708\03_emotion_engine_files\bio_engine.ts"
"function","computeBreathingStats","packages\mycelium-bio\src\bio_engine.ts"
"function","computeChecksum","_TO_DELETE_MANUALLY\nexus\raw\src\utils\checksum.ts"
"function","computeCompositeStrength","_TO_DELETE_MANUALLY\OMEGA_SENTINEL_SUPREME\sentinel\foundation\proof_strength.ts"
"function","computeCompositeStrength","_TO_DELETE_MANUALLY\sprint28_5\OMEGA_SENTINEL_SUPREME\sentinel\foundation\proof_strength.ts"
"function","computeConfigHash","omega-v44\src\phase2_core\hash.ts"
"function","computeConservationDelta","packages\mycelium-bio\src\emotion_field.ts"
"function","computeConstraintHash","src\scribe\record_replay.ts"
"function","computeContrast","packages\mycelium-bio\src\emotion_field.ts"
"function","computed","packages\performance\src\cache.ts"
"function","computeDecayFactor","_TO_DELETE_MANUALLY\OMEGA_EMOTION_ENGINE_EXTRACT_20260123-025708\03_emotion_engine_files\bio_engine.ts"
"function","computeDecayFactor","packages\mycelium-bio\src\bio_engine.ts"
"function","computeDerivedFields","_TO_DELETE_MANUALLY\OMEGA_SENTINEL_SUPREME\sentinel\crystal\crystallizer.ts"
"function","computeDerivedFields","_TO_DELETE_MANUALLY\sprint28_5\OMEGA_SENTINEL_SUPREME\sentinel\crystal\crystallizer.ts"
"function","computeDirection","packages\mycelium-bio\src\morpho_engine.ts"
"function","computeEmotionDistribution","_TO_DELETE_MANUALLY\OMEGA_EMOTION_ENGINE_EXTRACT_20260123-025708\03_emotion_engine_files\fingerprint.ts"
"function","computeEmotionDistribution","packages\mycelium-bio\src\fingerprint.ts"
"function","computeEmotionScore","_TO_DELETE_MANUALLY\OMEGA_EMOTION_ENGINE_EXTRACT_20260123-025708\03_emotion_engine_files\bio_engine.ts"
"function","computeEmotionScore","packages\mycelium-bio\src\bio_engine.ts"
"function","computeEntropy","packages\mycelium-bio\src\emotion_field.ts"
"function","computeEventHash","_TO_DELETE_MANUALLY\OMEGA_PHASE13A\observability\audit_trail.ts"
"function","computeExportCoreHash","_TO_DELETE_MANUALLY\OMEGA_SENTINEL_SUPREME\sentinel\meta\export.ts"
"function","computeFalsificationScore","_TO_DELETE_MANUALLY\OMEGA_SENTINEL_SUPREME\sentinel\falsification\engine.ts"
"function","computeFalsificationScore","_TO_DELETE_MANUALLY\sprint28_5\OMEGA_SENTINEL_SUPREME\sentinel\falsification\engine.ts"
"function","computeFingerprint","_TO_DELETE_MANUALLY\omega-narrative-genome\src\hasher\fingerprint.ts"
"function","computeFingerprint","packages\genome\src\api\fingerprint.ts"
"function","computeFingerprintFromPayload","packages\genome\src\core\canonical.ts"
"function","computeGematria","packages\mycelium-bio\src\gematria.ts"
"function","computeGematriaAverage","packages\mycelium-bio\src\gematria.ts"
"function","computeGematriaDensity","packages\mycelium-bio\src\gematria.ts"
"function","computeGematriaText","packages\mycelium-bio\src\gematria.ts"
"function","computeGuaranteeLedgerHash","_TO_DELETE_MANUALLY\OMEGA_SENTINEL_SUPREME\sentinel\meta\boundary.ts"
"function","computeHash","_TO_DELETE_MANUALLY\integrity.ts"
"function","computeHash","_TO_DELETE_MANUALLY\OMEGA_PHASE13A\observability\forensic_logger.ts"
"function","computeHash","_TO_DELETE_MANUALLY\OMEGA_PHASE19_PERSIST\src\core\types.ts"
"function","computeHash","_TO_DELETE_MANUALLY\OMEGA_SENTINEL_SUPREME\sentinel\artifact\artifact.ts"
"function","computeHash","_TO_DELETE_MANUALLY\OMEGA_SPRINT15\src\nexus\audit.ts"
"function","computeHash","_TO_DELETE_MANUALLY\sprint28_5\OMEGA_SENTINEL_SUPREME\sentinel\artifact\artifact.ts"
"function","computeHash","packages\hardening\src\tamper.ts"
"function","computeHashSync","_TO_DELETE_MANUALLY\OMEGA_SPRINT15\src\nexus\audit.ts"
"function","computeHSL","packages\mycelium-bio\src\morpho_engine.ts"
"function","computeHueHistogram","packages\mycelium-bio\src\morpho_engine.ts"
"function","computeIntegrity","_TO_DELETE_MANUALLY\integrity.ts"
"function","computeInvariantHash","_TO_DELETE_MANUALLY\OMEGA_SENTINEL_SUPREME\sentinel\crystal\crystallizer.ts"
"function","computeInvariantHash","_TO_DELETE_MANUALLY\sprint28_5\OMEGA_SENTINEL_SUPREME\sentinel\crystal\crystallizer.ts"
"function","computeInventoryHash","_TO_DELETE_MANUALLY\OMEGA_SENTINEL_SUPREME\sentinel\self\seal.ts"
"function","computeInventoryHash","_TO_DELETE_MANUALLY\sprint28_5\OMEGA_SENTINEL_SUPREME\sentinel\self\seal.ts"
"function","computeMaxPotentialScore","_TO_DELETE_MANUALLY\OMEGA_SENTINEL_SUPREME\sentinel\negative\space.ts"
"function","computeMaxPotentialScore","_TO_DELETE_MANUALLY\sprint28_5\OMEGA_SENTINEL_SUPREME\sentinel\negative\space.ts"
"function","computeMerkleRoot","_TO_DELETE_MANUALLY\OMEGA_PHASE18_MEMORY\src\canon\hash.ts"
"function","computeMerkleRoot","gateway\src\memory\memory_layer_nasa\memory_hash.ts"
"function","computeMerkleRoot","packages\mycelium-bio\src\merkle.ts"
"function","computeMerkleRoot","packages\omega-aggregate-dna\src\merkle.ts"
"function","computeNegativeScore","_TO_DELETE_MANUALLY\OMEGA_SENTINEL_SUPREME\sentinel\negative\space.ts"
"function","computeNegativeScore","_TO_DELETE_MANUALLY\sprint28_5\OMEGA_SENTINEL_SUPREME\sentinel\negative\space.ts"
"function","computeNodeHash","packages\mycelium-bio\src\merkle.ts"
"function","computeObjectHash","packages\hardening\src\tamper.ts"
"function","computeOxygen","_TO_DELETE_MANUALLY\OMEGA_EMOTION_ENGINE_EXTRACT_20260123-025708\03_emotion_engine_files\bio_engine.ts"
"function","computeOxygen","packages\mycelium-bio\src\bio_engine.ts"
"function","computeOxygenHistogram","_TO_DELETE_MANUALLY\OMEGA_EMOTION_ENGINE_EXTRACT_20260123-025708\03_emotion_engine_files\bio_engine.ts"
"function","computeOxygenHistogram","packages\mycelium-bio\src\bio_engine.ts"
"function","computeOxygenStats","_TO_DELETE_MANUALLY\OMEGA_EMOTION_ENGINE_EXTRACT_20260123-025708\03_emotion_engine_files\bio_engine.ts"
"function","computeOxygenStats","packages\mycelium-bio\src\bio_engine.ts"
"function","computePayloadHash","gateway\src\memory\memory_layer_nasa\memory_hash.ts"
"function","computePromotionRequirements","_TO_DELETE_MANUALLY\OMEGA_SENTINEL_SUPREME\sentinel\regions\containment.ts"
"function","computePromotionRequirements","_TO_DELETE_MANUALLY\sprint28_5\OMEGA_SENTINEL_SUPREME\sentinel\regions\containment.ts"
"function","computeProofHash","_TO_DELETE_MANUALLY\OMEGA_SENTINEL_SUPREME\sentinel\self\survival-proof.ts"
"function","computeProofHash","_TO_DELETE_MANUALLY\sprint28_5\OMEGA_SENTINEL_SUPREME\sentinel\self\survival-proof.ts"
"function","computeRawGravity","_TO_DELETE_MANUALLY\OMEGA_SENTINEL_SUPREME\sentinel\gravity\engine.ts"
"function","computeRawGravity","_TO_DELETE_MANUALLY\sprint28_5\OMEGA_SENTINEL_SUPREME\sentinel\gravity\engine.ts"
"function","computeRecordHash","gateway\src\memory\memory_layer_nasa\memory_hash.ts"
"function","computeRejectionConsequences","_TO_DELETE_MANUALLY\OMEGA_SENTINEL_SUPREME\sentinel\foundation\axioms.ts"
"function","computeRejectionConsequences","_TO_DELETE_MANUALLY\sprint28_5\OMEGA_SENTINEL_SUPREME\sentinel\foundation\axioms.ts"
"function","computeRelief","_TO_DELETE_MANUALLY\OMEGA_EMOTION_ENGINE_EXTRACT_20260123-025708\03_emotion_engine_files\bio_engine.ts"
"function","computeRelief","packages\mycelium-bio\src\bio_engine.ts"
"function","computeReplayKey","gateway\wiring\src\envelope.ts"
"function","computeReportHash","_TO_DELETE_MANUALLY\OMEGA_SENTINEL_SUPREME\sentinel\self\survival-proof.ts"
"function","computeReportHash","_TO_DELETE_MANUALLY\sprint28_5\OMEGA_SENTINEL_SUPREME\sentinel\self\survival-proof.ts"
"function","computeRequestHash","gateway\src\creation\creation_layer_nasa\creation_request.ts"
"function","computeRequestHash","src\scribe\record_replay.ts"
"function","computeRequestHashSync","gateway\src\creation\creation_layer_nasa\creation_request.ts"
"function","computeResultHash","gateway\src\memory\memory_layer_nasa\memory_query.ts"
"function","computeRootHash","packages\proof-pack\src\verifier.ts"
"function","computeSealHash","_TO_DELETE_MANUALLY\OMEGA_SENTINEL_SUPREME\sentinel\self\seal.ts"
"function","computeSealHash","_TO_DELETE_MANUALLY\sprint28_5\OMEGA_SENTINEL_SUPREME\sentinel\self\seal.ts"
"function","computeSimilarity","_TO_DELETE_MANUALLY\OMEGA_EMOTION_ENGINE_EXTRACT_20260123-025708\03_emotion_engine_files\fingerprint.ts"
"function","computeSimilarity","packages\mycelium-bio\src\fingerprint.ts"
"function","computeThickness","packages\mycelium-bio\src\gematria.ts"
"function","computeThickness","packages\mycelium-bio\src\morpho_engine.ts"
"function","computeTieringActions","gateway\src\memory\memory_layer_nasa\memory_tiering.ts"
"function","computeTotalEnergy","packages\mycelium-bio\src\emotion_field.ts"
"function","computeVerdict","_TO_DELETE_MANUALLY\OMEGA_SENTINEL_SUPREME\sentinel\self\seal.ts"
"function","computeVerdict","_TO_DELETE_MANUALLY\sprint28_5\OMEGA_SENTINEL_SUPREME\sentinel\self\seal.ts"
"function","computeWeightedHue","packages\mycelium-bio\src\morpho_engine.ts"
"function","computeWeightedSurvivalRate","_TO_DELETE_MANUALLY\OMEGA_SENTINEL_SUPREME\sentinel\falsification\engine.ts"
"function","computeWeightedSurvivalRate","_TO_DELETE_MANUALLY\sprint28_5\OMEGA_SENTINEL_SUPREME\sentinel\falsification\engine.ts"
"function","conditional","_TO_DELETE_MANUALLY\omega-phase23\gateway\resilience\src\chaos\composition.ts"
"function","conditional","gateway\resilience\src\chaos\composition.ts"
"function","confidenceLevel","_TO_DELETE_MANUALLY\nexus\src\core\types.ts"
"function","confidenceLevel","_TO_DELETE_MANUALLY\omega-nexus\src\core\types.ts"
"function","constant","_TO_DELETE_MANUALLY\omega-phase23\gateway\resilience\src\temporal\ltl.ts"
"function","constant","gateway\resilience\src\temporal\ltl.ts"
"function","containsAllMandatory","_TO_DELETE_MANUALLY\OMEGA_SENTINEL_SUPREME\sentinel\meta\boundary.ts"
"function","corruptedData","_TO_DELETE_MANUALLY\errors.ts"
"function","cosineDistance","src\genesis\core\prism.ts"
"function","cosineSimilarity","_TO_DELETE_MANUALLY\OMEGA_EMOTION_ENGINE_EXTRACT_20260123-025708\03_emotion_engine_files\fingerprint.ts"
"function","cosineSimilarity","_TO_DELETE_MANUALLY\omega-narrative-genome\src\comparator\similarity.ts"
"function","cosineSimilarity","packages\genome\src\api\similarity.ts"
"function","cosineSimilarity","packages\mycelium-bio\src\fingerprint.ts"
"function","cosineSimilarity14D","genesis-forge\src\genesis\judges\j1_emotion_binding.ts"
"function","countBoundariesByCategory","_TO_DELETE_MANUALLY\OMEGA_SENTINEL_SUPREME\sentinel\meta\boundary.ts"
"function","countBounds","_TO_DELETE_MANUALLY\OMEGA_SENTINEL_SUPREME\sentinel\negative\space.ts"
"function","countBounds","_TO_DELETE_MANUALLY\sprint28_5\OMEGA_SENTINEL_SUPREME\sentinel\negative\space.ts"
"function","countByStatus","_TO_DELETE_MANUALLY\nexus\src\core\registry.ts"
"function","countByStatus","_TO_DELETE_MANUALLY\omega-nexus\src\core\registry.ts"
"function","countDistinctTypes","src\oracle\muse\diversity.ts"
"function","countEvidence","_TO_DELETE_MANUALLY\OMEGA_SENTINEL_SUPREME\sentinel\artifact\artifact.ts"
"function","countEvidence","_TO_DELETE_MANUALLY\OMEGA_SENTINEL_SUPREME\sentinel\gravity\engine.ts"
"function","countEvidence","_TO_DELETE_MANUALLY\sprint28_5\OMEGA_SENTINEL_SUPREME\sentinel\artifact\artifact.ts"
"function","countEvidence","_TO_DELETE_MANUALLY\sprint28_5\OMEGA_SENTINEL_SUPREME\sentinel\gravity\engine.ts"
"function","countLines","packages\omega-segment-engine\src\normalizer.ts"
"function","countQuarantineFiles","_TO_DELETE_MANUALLY\quarantine.ts"
"function","countRefusalDefinitions","_TO_DELETE_MANUALLY\OMEGA_SENTINEL_SUPREME\sentinel\refusal\engine.ts"
"function","countRefusalDefinitions","_TO_DELETE_MANUALLY\sprint28_5\OMEGA_SENTINEL_SUPREME\sentinel\refusal\engine.ts"
"function","countTemporalOperators","_TO_DELETE_MANUALLY\omega-phase23\gateway\resilience\src\temporal\ltl.ts"
"function","countTemporalOperators","gateway\resilience\src\temporal\ltl.ts"
"function","countViolatedBounds","_TO_DELETE_MANUALLY\OMEGA_SENTINEL_SUPREME\sentinel\negative\space.ts"
"function","countViolatedBounds","_TO_DELETE_MANUALLY\sprint28_5\OMEGA_SENTINEL_SUPREME\sentinel\negative\space.ts"
"function","countViolations","_TO_DELETE_MANUALLY\OMEGA_SENTINEL_SUPREME\sentinel\negative\space.ts"
"function","countViolations","_TO_DELETE_MANUALLY\sprint28_5\OMEGA_SENTINEL_SUPREME\sentinel\negative\space.ts"
"function","countWords","packages\omega-segment-engine\src\normalizer.ts"
"function","coveragePercent","_TO_DELETE_MANUALLY\nexus\src\core\types.ts"
"function","coveragePercent","_TO_DELETE_MANUALLY\omega-nexus\src\core\types.ts"
"function","createAdapter","packages\integration-nexus-dep\src\adapters\index.ts"
"function","createAdversarialProof","_TO_DELETE_MANUALLY\OMEGA_SENTINEL_SUPREME\sentinel\crystal\crystallizer.ts"
"function","createAdversarialProof","_TO_DELETE_MANUALLY\sprint28_5\OMEGA_SENTINEL_SUPREME\sentinel\crystal\crystallizer.ts"
"function","createAggregationProcessor","packages\search\src\filters.ts"
"function","createAlertEngine","_TO_DELETE_MANUALLY\OMEGA_PHASE13A\observability\alert_engine.ts"
"function","createAllowAllPolicy","gateway\src\policy.ts"
"function","createAlwaysFailsTest","_TO_DELETE_MANUALLY\OMEGA_SENTINEL_SUPREME\sentinel\self\falsify-runner.ts"
"function","createAlwaysFailsTest","_TO_DELETE_MANUALLY\sprint28_5\OMEGA_SENTINEL_SUPREME\sentinel\self\falsify-runner.ts"
"function","createAlwaysSurvivesTest","_TO_DELETE_MANUALLY\OMEGA_SENTINEL_SUPREME\sentinel\self\falsify-runner.ts"
"function","createAlwaysSurvivesTest","_TO_DELETE_MANUALLY\sprint28_5\OMEGA_SENTINEL_SUPREME\sentinel\self\falsify-runner.ts"
"function","createAnalysisPipeline","packages\integration-nexus-dep\src\pipeline\builder.ts"
"function","createAnalysisPrompt","packages\oracle\src\prompts.ts"
"function","createAndWriteDigest","gateway\src\memory\memory_layer_nasa\memory_digest_writer.ts"
"function","createAntiBypassScanner","gateway\wiring\src\anti_bypass_scanner.ts"
"function","createArchitecturalProof","_TO_DELETE_MANUALLY\OMEGA_SENTINEL_SUPREME\sentinel\crystal\crystallizer.ts"
"function","createArchitecturalProof","_TO_DELETE_MANUALLY\sprint28_5\OMEGA_SENTINEL_SUPREME\sentinel\crystal\crystallizer.ts"
"function","createArtifact","_TO_DELETE_MANUALLY\OMEGA_SENTINEL_SUPREME\sentinel\artifact\artifact.ts"
"function","createArtifact","_TO_DELETE_MANUALLY\sprint28_5\OMEGA_SENTINEL_SUPREME\sentinel\artifact\artifact.ts"
"function","createArtifact","gateway\src\creation\creation_layer_nasa\creation_engine.ts"
"function","createArtifactRegistry","packages\orchestrator-core\src\artifacts\ArtifactRegistry.ts"
"function","createArtifactSync","gateway\src\creation\creation_layer_nasa\creation_engine.ts"
"function","createAssertionEvidence","_TO_DELETE_MANUALLY\OMEGA_SENTINEL_SUPREME\sentinel\artifact\artifact.ts"
"function","createAssertionEvidence","_TO_DELETE_MANUALLY\sprint28_5\OMEGA_SENTINEL_SUPREME\sentinel\artifact\artifact.ts"
"function","createAssumption","gateway\src\creation\creation_layer_nasa\creation_types.ts"
"function","createAttackAttempt","_TO_DELETE_MANUALLY\OMEGA_SENTINEL_SUPREME\sentinel\self\survival-proof.ts"
"function","createAttackAttempt","_TO_DELETE_MANUALLY\sprint28_5\OMEGA_SENTINEL_SUPREME\sentinel\self\survival-proof.ts"
"function","createAttackVector","_TO_DELETE_MANUALLY\OMEGA_SENTINEL_SUPREME\sentinel\self\survival-proof.ts"
"function","createAttackVector","_TO_DELETE_MANUALLY\sprint28_5\OMEGA_SENTINEL_SUPREME\sentinel\self\survival-proof.ts"
"function","createAttestation","_TO_DELETE_MANUALLY\OMEGA_SENTINEL_SUPREME\sentinel\self\seal.ts"
"function","createAttestation","_TO_DELETE_MANUALLY\sprint28_5\OMEGA_SENTINEL_SUPREME\sentinel\self\seal.ts"
"function","createAuditEntry","_TO_DELETE_MANUALLY\OMEGA_SPRINT15\src\nexus\audit.ts"
"function","createAuditSummary","_TO_DELETE_MANUALLY\OMEGA_SPRINT15\src\nexus\audit.ts"
"function","createAxiomRefusal","_TO_DELETE_MANUALLY\OMEGA_SENTINEL_SUPREME\sentinel\refusal\engine.ts"
"function","createAxiomRefusal","_TO_DELETE_MANUALLY\sprint28_5\OMEGA_SENTINEL_SUPREME\sentinel\refusal\engine.ts"
"function","createBoundary","_TO_DELETE_MANUALLY\OMEGA_SENTINEL_SUPREME\sentinel\meta\boundary.ts"
"function","createBoundaryCore","_TO_DELETE_MANUALLY\OMEGA_SENTINEL_SUPREME\sentinel\meta\boundary.ts"
"function","createBoundaryLedger","_TO_DELETE_MANUALLY\OMEGA_SENTINEL_SUPREME\sentinel\meta\boundary.ts"
"function","createBoundaryLedger","_TO_DELETE_MANUALLY\OMEGA_SENTINEL_SUPREME\sentinel\meta\boundary_ledger.ts"
"function","createBoundaryLedger","_TO_DELETE_MANUALLY\sprint28_5\OMEGA_SENTINEL_SUPREME\sentinel\meta\boundary_ledger.ts"
"function","createBoundaryLedgerCore","_TO_DELETE_MANUALLY\OMEGA_SENTINEL_SUPREME\sentinel\meta\boundary.ts"
"function","createBoundaryLedgerReference","_TO_DELETE_MANUALLY\OMEGA_SENTINEL_SUPREME\sentinel\self\seal.ts"
"function","createBoundaryLedgerReference","_TO_DELETE_MANUALLY\sprint28_5\OMEGA_SENTINEL_SUPREME\sentinel\self\seal.ts"
"function","createBoundaryMeta","_TO_DELETE_MANUALLY\OMEGA_SENTINEL_SUPREME\sentinel\meta\boundary.ts"
"function","createBreachedAttempt","_TO_DELETE_MANUALLY\OMEGA_SENTINEL_SUPREME\sentinel\falsification\engine.ts"
"function","createBreachedAttempt","_TO_DELETE_MANUALLY\sprint28_5\OMEGA_SENTINEL_SUPREME\sentinel\falsification\engine.ts"
"function","createBridge","_TO_DELETE_MANUALLY\OMEGA_PHASE14\ipc\bridge.ts"
"function","createBuildContext","gateway\src\creation\creation_layer_nasa\artifact_builder.ts"
"function","createCache","packages\oracle\src\cache.ts"
"function","createCallbackEmitter","packages\omega-observability\src\emitter.ts"
"function","createCanonEngine","gateway\src\gates\canon_engine.ts"
"function","createCanonStore","_TO_DELETE_MANUALLY\OMEGA_PHASE18_MEMORY\src\canon\canon-store.ts"
"function","createCanonStore","_TO_DELETE_MANUALLY\OMEGA_PHASE20_INTEGRATION\src\canon-store.ts"
"function","createCertification","packages\gold-internal\src\certification.ts"
"function","createCertificationEngine","_TO_DELETE_MANUALLY\nexus\src\certification\engine.ts"
"function","createCertificationEngine","_TO_DELETE_MANUALLY\omega-nexus\src\certification\engine.ts"
"function","createChainedDigest","gateway\src\memory\memory_layer_nasa\memory_digest_writer.ts"
"function","createChronicle","gateway\wiring\src\orchestrator\chronicle.ts"
"function","createChronicleWriter","gateway\wiring\src\orchestrator\chronicle.ts"
"function","createCiEmitter","packages\omega-observability\src\emitter.ts"
"function","createClaudeDrafter","genesis-forge\src\genesis\engines\drafter.ts"
"function","createClaudeProvider","genesis-forge\src\genesis\engines\provider_claude.ts"
"function","createCLIConnector","packages\integration-nexus-dep\src\connectors\cli.ts"
"function","createCliEmitter","packages\omega-observability\src\emitter.ts"
"function","createCliExecutor","packages\headless-runner\src\cli.ts"
"function","createClock","_TO_DELETE_MANUALLY\nexus\shared\performance\index.ts"
"function","createClock","nexus\shared\performance\index.ts"
"function","createCollectingConsole","packages\headless-runner\src\output.ts"
"function","createComparisonPrompt","packages\oracle\src\prompts.ts"
"function","createCompositePolicy","packages\integration-nexus-dep\src\scheduler\policies.ts"
"function","createConcurrentLimitPolicy","packages\integration-nexus-dep\src\scheduler\policies.ts"
"function","createConfidenceCalibrator","_TO_DELETE_MANUALLY\OMEGA_PHASE14\oracle\confidence_calibrator.ts"
"function","createConflictResolver","_TO_DELETE_MANUALLY\OMEGA_PHASE18_MEMORY\src\resolver\conflict-resolver.ts"
"function","createConsoleWriter","packages\gold-cli\src\output.ts"
"function","createContext","gateway\facade\src\gateway\gateway.ts"
"function","createContext","packages\oracle\src\context.ts"
"function","createContextTracker","_TO_DELETE_MANUALLY\OMEGA_PHASE18_MEMORY\src\context\context-tracker.ts"
"function","createContextWithSnapshot","_TO_DELETE_MANUALLY\OMEGA_SPRINT15\src\nexus\guard.ts"
"function","createCorrelationProvider","_TO_DELETE_MANUALLY\nexus\shared\tracing\index.ts"
"function","createCorrelationProvider","nexus\shared\tracing\index.ts"
"function","createCoverageMatrix","_TO_DELETE_MANUALLY\omega-phase23\gateway\resilience\src\proof\builder.ts"
"function","createCoverageMatrix","gateway\resilience\src\proof\builder.ts"
"function","createCrossPackageValidation","packages\gold-internal\src\validator.ts"
"function","createCrystal","_TO_DELETE_MANUALLY\omega-phase23\gateway\resilience\src\proof\builder.ts"
"function","createCrystal","gateway\resilience\src\proof\builder.ts"
"function","createCrystallizer","gateway\wiring\src\proof\crystallizer.ts"
"function","createCustomEmotionState","genesis-forge\src\genesis\core\emotion_bridge.ts"
"function","createCustomRefusal","_TO_DELETE_MANUALLY\OMEGA_SENTINEL_SUPREME\sentinel\refusal\engine.ts"
"function","createCustomRefusal","_TO_DELETE_MANUALLY\sprint28_5\OMEGA_SENTINEL_SUPREME\sentinel\refusal\engine.ts"
"function","createDefaultAdapters","packages\headless-runner\src\runner.ts"
"function","createDefaultBoundaryLedger","_TO_DELETE_MANUALLY\OMEGA_SENTINEL_SUPREME\sentinel\meta\boundary_ledger.default.ts"
"function","createDefaultBoundaryLedger","_TO_DELETE_MANUALLY\sprint28_5\OMEGA_SENTINEL_SUPREME\sentinel\meta\boundary_ledger.default.ts"
"function","createDefaultConstraints","src\genesis\core\mutator.ts"
"function","createDefaultContext","_TO_DELETE_MANUALLY\OMEGA_SPRINT15\src\nexus\guard.ts"
"function","createDefaultContext","gateway\src\hardening\governance.ts"
"function","createDefaultHardeningContext","gateway\src\hardening\hardening_checks.ts"
"function","createDefaultMetrics","_TO_DELETE_MANUALLY\OMEGA_SENTINEL_SUPREME\sentinel\regions\containment.ts"
