family,lang,book,size,words,necessity,metaphor_novelty,anti_cliche,show_dont_tell,authenticity,rhythm,euphony,sii,aai,rci
badprose,en,secret_twins_for_my_brothers_best_friends_hannah_ryder,3000,3000,94,76,100,100,78,66.1105907896856,48.61578947368421,90,91.2,62
badprose,en,secret_twins_for_my_brothers_best_friends_hannah_ryder,-1,6000,92,76,100,100,78,56.601227862419734,50.44427184466019,89.3,91.2,58.8
badprose,en,cheating_with_my_boyfriends_bully_2_manus_dare,600,600,78,63,100,100,66,74.43950747842092,85.6,80.3,86.4,71.7
badprose,en,cheating_with_my_boyfriends_bully_2_manus_dare,1500,1500,78,60,100,100,64,74.00050580934618,86.03373493975903,79.3,85.6,71.8
badprose,en,cheating_with_my_boyfriends_bully_2_manus_dare,3000,3000,78,71,100,100,56,72.23742995446253,75.07262569832403,83,82.4,69.2
badprose,en,cheating_with_my_boyfriends_bully_2_manus_dare,-1,6000,82,70,100,100,58,68.64522336273541,52.23913043478261,84,83.2,63.6
badprose,en,a_ghetto_tale_from_ebony_ladies_night_chronicles_antoinette_sherell,600,600,92,67,100,100,81,80.21698725753558,74.03076923076924,86.3,92.4,71.3
badprose,en,a_ghetto_tale_from_ebony_ladies_night_chronicles_antoinette_sherell,1500,1500,92,65,100,100,77,81.53232628901064,60.74468085106383,85.7,90.8,69.7
badprose,en,a_ghetto_tale_from_ebony_ladies_night_chronicles_antoinette_sherell,3000,3000,92,69,100,100,70,66.90636621698349,48.186206896551724,87,88,62.2
badprose,en,a_ghetto_tale_from_ebony_ladies_night_chronicles_antoinette_sherell,-1,6000,92,70,100,100,74,65.64402363020369,48.16859504132231,87.3,89.6,61.8
