"Path","Line","LineNumber"
"C:\Users\elric\omega-project\scripts\analyze-profile.ts","  console.log('  1. Open chrome://inspect');","152"
"C:\Users\elric\omega-project\scripts\analyze-profile.ts","  console.log('  2. Click ""Open dedicated DevTools for Node""');","153"
"C:\Users\elric\omega-project\scripts\analyze-profile.ts","  console.log('  3. Go to ""Profiler"" tab');","154"
"C:\Users\elric\omega-project\scripts\analyze-profile.ts","  console.log('  4. Load profile: ' + path.resolve(profilePath));","155"
"C:\Users\elric\omega-project\scripts\analyze-profile.ts","  console.log('?'.repeat(80));","156"
"C:\Users\elric\omega-project\scripts\analyze-profile.ts","  console.log('CPU Profile Analyzer');","163"
"C:\Users\elric\omega-project\scripts\analyze-profile.ts","  console.log('');","164"
"C:\Users\elric\omega-project\scripts\analyze-profile.ts","  console.log('Usage: npx tsx scripts/analyze-profile.ts <profile.cpuprofile>');","165"
"C:\Users\elric\omega-project\scripts\analyze-profile.ts","  console.log('');","166"
"C:\Users\elric\omega-project\scripts\analyze-profile.ts","  console.log('Example:');","167"
"C:\Users\elric\omega-project\scripts\analyze-profile.ts","  console.log('  npx tsx scripts/analyze-profile.ts profiling-results/cpu-profile-20260120-120000.cpuprofile');","168"
"C:\Users\elric\omega-project\scripts\gate-c1-determinism.ts","    console.log(`Gate C1 - Determinism: ${pass ? 'PASS' : 'FAIL'}`);","58"
"C:\Users\elric\omega-project\scripts\gate-c1-determinism.ts","    console.log(`Run1: ${r[0].slice(0, 16)}...`);","59"
"C:\Users\elric\omega-project\scripts\gate-c1-determinism.ts","    console.log(`Run2: ${r[1].slice(0, 16)}...`);","60"
"C:\Users\elric\omega-project\scripts\gate-c1-determinism.ts","    console.error('Gate C1 error:', e);","64"
"C:\Users\elric\omega-project\scripts\gate-c2-coverage.ts","  console.log('Gate C2 - Rule Coverage:', pass ? 'PASS' : 'FAIL');","24"
"C:\Users\elric\omega-project\scripts\gate-c2-coverage.ts","  results.forEach((r) => console.log(r));","25"
"C:\Users\elric\omega-project\scripts\gate-c2-coverage.ts","  console.error('Gate C2 error:', e);","30"
"C:\Users\elric\omega-project\scripts\gate-c3-hostile.ts","  console.log('Gate C3 - Hostile:', pass ? 'PASS' : 'FAIL');","79"
"C:\Users\elric\omega-project\scripts\gate-c3-hostile.ts","  results.forEach((r) => console.log(r));","80"
"C:\Users\elric\omega-project\scripts\gate-c3-hostile.ts","  console.error('Gate C3 error:', e);","85"
"C:\Users\elric\omega-project\scripts\gate-c4-trace.ts","  console.log(`Gate C4 - Trace: ${v.valid ? 'PASS' : 'FAIL'}`);","43"
"C:\Users\elric\omega-project\scripts\gate-c4-trace.ts","  console.log(`Entries: ${v.entries}`);","44"
"C:\Users\elric\omega-project\scripts\gate-c4-trace.ts","  if (v.error) console.log(`Error: ${v.error}`);","45"
"C:\Users\elric\omega-project\scripts\gate-c4-trace.ts","  console.error('Gate C4 error:', e);","50"
"C:\Users\elric\omega-project\scripts\gate-cd-integration.ts","  console.log(`Gate CD - Integration: ${allPass ? 'PASS' : 'FAIL'}`);","221"
"C:\Users\elric\omega-project\scripts\gate-cd-integration.ts","    console.log(`${status} ${r.name}${r.detail ? `: ${r.detail}` : ''}`);","224"
"C:\Users\elric\omega-project\scripts\gate-cd-integration.ts","  console.error('Gate CD error:', e);","231"
"C:\Users\elric\omega-project\scripts\track-performance.ts","  console.log('');","76"
"C:\Users\elric\omega-project\scripts\track-performance.ts","  console.log('??????????????????????????????????????????????????????????????');","77"
"C:\Users\elric\omega-project\scripts\track-performance.ts","  console.log('?           PERFORMANCE BUDGET TRACKING                       ?');","78"
"C:\Users\elric\omega-project\scripts\track-performance.ts","  console.log('?           Standard: NASA-Grade L4                           ?');","79"
"C:\Users\elric\omega-project\scripts\track-performance.ts","  console.log('??????????????????????????????????????????????????????????????');","80"
"C:\Users\elric\omega-project\scripts\track-performance.ts","  console.log('');","81"
"C:\Users\elric\omega-project\scripts\track-performance.ts","    console.error(`Error: Results file not found: ${resultsPath}`);","84"
"C:\Users\elric\omega-project\scripts\track-performance.ts","    console.log('');","85"
"C:\Users\elric\omega-project\scripts\track-performance.ts","    console.log('Run benchmarks first: npm run bench');","86"
"C:\Users\elric\omega-project\scripts\track-performance.ts","  console.log(`Results from: ${resultsPath}`);","93"
"C:\Users\elric\omega-project\scripts\track-performance.ts","  console.log(`Timestamp: ${suite.timestamp}`);","94"
"C:\Users\elric\omega-project\scripts\track-performance.ts","  console.log(`Version: ${suite.version}`);","95"
"C:\Users\elric\omega-project\scripts\track-performance.ts","  console.log('');","96"
"C:\Users\elric\omega-project\scripts\track-performance.ts","      console.log(`??  ${budget.operation}: NO DATA`);","107"
"C:\Users\elric\omega-project\scripts\track-performance.ts","    console.log(`??? ${category} ???`);","142"
"C:\Users\elric\omega-project\scripts\track-performance.ts","    console.log('');","143"
"C:\Users\elric\omega-project\scripts\track-performance.ts","      console.log(","153"
"C:\Users\elric\omega-project\scripts\track-performance.ts","    console.log('');","158"
"C:\Users\elric\omega-project\scripts\track-performance.ts","  console.log('?'.repeat(60));","162"
"C:\Users\elric\omega-project\scripts\track-performance.ts","  console.log('');","163"
"C:\Users\elric\omega-project\scripts\track-performance.ts","  console.log('Summary:');","164"
"C:\Users\elric\omega-project\scripts\track-performance.ts","  console.log(`  Total operations tracked: ${trackingResults.length}`);","165"
"C:\Users\elric\omega-project\scripts\track-performance.ts","  console.log(`  Within budget (?50%):     ${trackingResults.filter((r) => r.status === 'OK').length}`);","166"
"C:\Users\elric\omega-project\scripts\track-performance.ts","  console.log(`  Approaching budget (?100%): ${warnings}`);","167"
"C:\Users\elric\omega-project\scripts\track-performance.ts","  console.log(`  Exceeded budget (>100%):  ${violations}`);","168"
"C:\Users\elric\omega-project\scripts\track-performance.ts","  console.log('');","169"
"C:\Users\elric\omega-project\scripts\track-performance.ts","    console.log('? BUDGET VIOLATIONS DETECTED');","172"
"C:\Users\elric\omega-project\scripts\track-performance.ts","    console.log('');","173"
"C:\Users\elric\omega-project\scripts\track-performance.ts","    console.log('Note: Budgets are targets, not hard limits.');","174"
"C:\Users\elric\omega-project\scripts\track-performance.ts","    console.log('Review PERFORMANCE_BUDGETS.md for guidance.');","175"
"C:\Users\elric\omega-project\scripts\track-performance.ts","    console.log('??  Some operations approaching budget limits.');","177"
"C:\Users\elric\omega-project\scripts\track-performance.ts","    console.log('Consider monitoring these operations.');","178"
"C:\Users\elric\omega-project\scripts\track-performance.ts","    console.log('? All operations well within budget!');","180"
"C:\Users\elric\omega-project\scripts\track-performance.ts","  console.log('');","183"
"C:\Users\elric\omega-project\src\runner\main.ts","  console.log(getHelpText());","58"
"C:\Users\elric\omega-project\src\runner\main.ts","    console.error('Error: Invalid run command');","67"
"C:\Users\elric\omega-project\src\runner\main.ts","    console.error(`Error: Intent file not found: ${intentPath}`);","75"
"C:\Users\elric\omega-project\src\runner\main.ts","    console.error(`Error: Could not read intent file: ${(e as Error).message}`);","84"
"C:\Users\elric\omega-project\src\runner\main.ts","    console.error(`Error: Invalid intent JSON: ${(e as Error).message}`);","93"
"C:\Users\elric\omega-project\src\runner\main.ts","    console.error(`Error: Pipeline failed - ${result.error}`);","117"
"C:\Users\elric\omega-project\src\runner\main.ts","  console.log(`? Run completed successfully`);","133"
"C:\Users\elric\omega-project\src\runner\main.ts","  console.log(`   Run ID:   ${result.runId}`);","134"
"C:\Users\elric\omega-project\src\runner\main.ts","  console.log(`   Run Path: ${result.runPath}`);","135"
"C:\Users\elric\omega-project\src\runner\main.ts","  console.log(`   Run Hash: ${result.runHash}`);","136"
"C:\Users\elric\omega-project\src\runner\main.ts","    console.error('Error: Invalid batch command');","146"
"C:\Users\elric\omega-project\src\runner\main.ts","    console.error(`Error: Directory not found: ${dirPath}`);","154"
"C:\Users\elric\omega-project\src\runner\main.ts","    console.error(`Error: No JSON files found in ${dirPath}`);","164"
"C:\Users\elric\omega-project\src\runner\main.ts","  console.log(`Processing ${files.length} intent files...`);","168"
"C:\Users\elric\omega-project\src\runner\main.ts","    console.log(`\n--- Processing: ${file} ---`);","175"
"C:\Users\elric\omega-project\src\runner\main.ts","  console.log(`\n=== Batch Complete ===`);","193"
"C:\Users\elric\omega-project\src\runner\main.ts","  console.log(`   Success: ${successCount}`);","194"
"C:\Users\elric\omega-project\src\runner\main.ts","  console.log(`   Failed:  ${failCount}`);","195"
"C:\Users\elric\omega-project\src\runner\main.ts","    console.error('Error: Invalid verify command');","205"
"C:\Users\elric\omega-project\src\runner\main.ts","    console.error(`Error: Run directory not found: ${runPath}`);","213"
"C:\Users\elric\omega-project\src\runner\main.ts","  console.log(`Verifying run: ${runPath}`);","217"
"C:\Users\elric\omega-project\src\runner\main.ts","    console.log(`? Verification PASSED`);","222"
"C:\Users\elric\omega-project\src\runner\main.ts","    console.log(`   Files checked: ${result.filesChecked}`);","223"
"C:\Users\elric\omega-project\src\runner\main.ts","    console.log(`   Files valid:   ${result.filesValid}`);","224"
"C:\Users\elric\omega-project\src\runner\main.ts","    console.error(`? Verification FAILED`);","226"
"C:\Users\elric\omega-project\src\runner\main.ts","    console.error(`   Files checked: ${result.filesChecked}`);","227"
"C:\Users\elric\omega-project\src\runner\main.ts","    console.error(`   Mismatches: ${result.mismatches.length}`);","228"
"C:\Users\elric\omega-project\src\runner\main.ts","      console.error(`   - ${mismatch.file}: expected ${mismatch.expected.substring(0, 16)}..., got ${mismatch.actual.substring(0, 16)}...`);","231"
"C:\Users\elric\omega-project\src\runner\main.ts","    console.error('Error: Invalid capsule command');","243"
"C:\Users\elric\omega-project\src\runner\main.ts","    console.error(`Error: Run directory not found: ${runPath}`);","252"
"C:\Users\elric\omega-project\src\runner\main.ts","  console.log(`Creating capsule from: ${runPath}`);","256"
"C:\Users\elric\omega-project\src\runner\main.ts","  console.log(`Output: ${outputPath}`);","257"
"C:\Users\elric\omega-project\src\runner\main.ts","    console.log(`? Capsule created successfully`);","262"
"C:\Users\elric\omega-project\src\runner\main.ts","    console.log(`   Path:   ${result.capsulePath}`);","263"
"C:\Users\elric\omega-project\src\runner\main.ts","    console.log(`   Hash:   ${result.capsuleHash}`);","264"
"C:\Users\elric\omega-project\src\runner\main.ts","    console.log(`   Files:  ${result.fileCount}`);","265"
"C:\Users\elric\omega-project\src\runner\main.ts","    console.log(`   Size:   ${result.totalBytes} bytes`);","266"
"C:\Users\elric\omega-project\src\runner\main.ts","    console.error(`? Capsule creation failed`);","268"
"C:\Users\elric\omega-project\src\runner\main.ts","    console.error(`   Error: ${(result as unknown as { error?: string }).error ?? 'Unknown error'}`);","269"
"C:\Users\elric\omega-project\src\runner\main.ts","      console.error(formatError(e.message));","291"
"C:\Users\elric\omega-project\src\runner\main.ts","      console.error(`Error: ${(e as Error).message}`);","293"
"C:\Users\elric\omega-project\src\runner\main.ts","      console.error(`Error: Unknown command`);","316"
"C:\Users\elric\omega-project\src\runner\main.ts","    console.error(`Fatal error: ${error.message}`);","326"
"C:\Users\elric\omega-project\tests\benchmarks\pipeline.bench.ts","    console.log(`Standard text validation: ${duration.toFixed(2)}ms`);","104"
"C:\Users\elric\omega-project\tests\benchmarks\pipeline.bench.ts","    console.log(`Small text validation: ${duration.toFixed(2)}ms`);","116"
"C:\Users\elric\omega-project\tests\benchmarks\pipeline.bench.ts","    console.log(`Medium text validation: ${duration.toFixed(2)}ms`);","128"
"C:\Users\elric\omega-project\tests\benchmarks\pipeline.bench.ts","    console.log(`Large text (${LARGE_TEXT.length} chars) validation: ${duration.toFixed(2)}ms`);","140"
"C:\Users\elric\omega-project\tests\benchmarks\pipeline.bench.ts","    console.log(`Throughput: ${throughput.toFixed(0)} validations/sec (${iterations} in ${duration.toFixed(0)}ms)`);","161"
"C:\Users\elric\omega-project\tests\benchmarks\pipeline.bench.ts","    console.log(`Standard throughput: ${throughput.toFixed(0)} validations/sec`);","176"
"C:\Users\elric\omega-project\tests\benchmarks\pipeline.bench.ts","    console.log(`","220"
"C:\Users\elric\omega-project\tests\benchmarks\pipeline.bench.ts","    console.log(`","242"
"C:\Users\elric\omega-project\tests\benchmarks\pipeline.bench.ts","    console.log(`seal_ref access (10000x): ${duration.toFixed(2)}ms`);","276"
"C:\Users\elric\omega-project\tests\benchmarks\pipeline.bench.ts","    console.log(`MYCELIUM_SEAL_REF access (10000x): ${duration.toFixed(2)}ms`);","287"
"C:\Users\elric\omega-project\tools\harness_official\src\b1\run_b1.ts","  console.log(`\n=== OMEGA B1 STABILITY TEST - ${mode} ===\n`);","18"
"C:\Users\elric\omega-project\tools\harness_official\src\b1\run_b1.ts","  console.log(""[GATES] Checking prerequisites..."");","20"
"C:\Users\elric\omega-project\tools\harness_official\src\b1\run_b1.ts","    console.log(`  ${g.passed ? ""+"" : ""x""} ${g.gate}: ${g.message}`);","23"
"C:\Users\elric\omega-project\tools\harness_official\src\b1\run_b1.ts","    if (!g.passed) { console.error(""\nGATE FAILED - Aborting""); process.exit(1); }","24"
"C:\Users\elric\omega-project\tools\harness_official\src\b1\run_b1.ts","  console.log(""  + All gates passed\n"");","26"
"C:\Users\elric\omega-project\tools\harness_official\src\b1\run_b1.ts","  console.log(`[CONFIG] RootA: ${rootA.substring(0, 16)}...`);","34"
"C:\Users\elric\omega-project\tools\harness_official\src\b1\run_b1.ts","  console.log(`[CONFIG] N_LONG_REPEAT: ${calib.N_LONG_REPEAT}`);","35"
"C:\Users\elric\omega-project\tools\harness_official\src\b1\run_b1.ts","  console.log(`[CONFIG] Samples: ${dataset.samples.length}\n`);","36"
"C:\Users\elric\omega-project\tools\harness_official\src\b1\run_b1.ts","    console.log(stable ? ""STABLE +"" : ""UNSTABLE x"");","58"
"C:\Users\elric\omega-project\tools\harness_official\src\b1\run_b1.ts","  console.log(`\n=== B1 ${mode} COMPLETE - ${payload.verdict} ===`);","73"
"C:\Users\elric\omega-project\tools\harness_official\src\b1\run_b1.ts","  console.log(`Payload SHA: ${sha256(payloadJson)}`);","74"
"C:\Users\elric\omega-project\tools\harness_official\src\b1\run_b1.ts","main().catch(err => { console.error(""Fatal:"", err); process.exit(1); });","77"
"C:\Users\elric\omega-project\tools\harness_official\src\b2\run_b2.ts","  console.log(`\n=== OMEGA B2 ADVERSARIAL TEST - ${mode} ===\n`);","18"
"C:\Users\elric\omega-project\tools\harness_official\src\b2\run_b2.ts","  console.log(""[GATES] Checking prerequisites..."");","20"
"C:\Users\elric\omega-project\tools\harness_official\src\b2\run_b2.ts","    console.log(`  ${g.passed ? ""+"" : ""x""} ${g.gate}: ${g.message}`);","23"
"C:\Users\elric\omega-project\tools\harness_official\src\b2\run_b2.ts","    if (!g.passed) { console.error(""\nGATE FAILED - Aborting""); process.exit(1); }","24"
"C:\Users\elric\omega-project\tools\harness_official\src\b2\run_b2.ts","  console.log(""  + All gates passed\n"");","26"
"C:\Users\elric\omega-project\tools\harness_official\src\b2\run_b2.ts","  console.log(`[CONFIG] RootA: ${rootA.substring(0, 16)}...`);","34"
"C:\Users\elric\omega-project\tools\harness_official\src\b2\run_b2.ts","  console.log(`[CONFIG] Adversarial samples: ${dataset.samples.length}\n`);","35"
"C:\Users\elric\omega-project\tools\harness_official\src\b2\run_b2.ts","      console.log(""OK +"");","50"
"C:\Users\elric\omega-project\tools\harness_official\src\b2\run_b2.ts","    } catch { noThrow = false; allNoThrow = false; analysisHash = ""ERROR""; console.log(""THROW x""); }","51"
"C:\Users\elric\omega-project\tools\harness_official\src\b2\run_b2.ts","  console.log(`\n=== B2 ${mode} COMPLETE - ${payload.verdict} ===`);","68"
"C:\Users\elric\omega-project\tools\harness_official\src\b2\run_b2.ts","  console.log(`Payload SHA: ${sha256(payloadJson)}`);","69"
"C:\Users\elric\omega-project\tools\harness_official\src\b2\run_b2.ts","main().catch(err => { console.error(""Fatal:"", err); process.exit(1); });","72"
"C:\Users\elric\omega-project\tools\harness_official\src\b3\run_b3.ts","  console.log(`\n=== OMEGA B3 CROSS-VALIDATION ===\n`);","14"
"C:\Users\elric\omega-project\tools\harness_official\src\b3\run_b3.ts","    if (!fileExists(p)) { console.error(`Missing: ${p}`); process.exit(1); }","18"
"C:\Users\elric\omega-project\tools\harness_official\src\b3\run_b3.ts","  console.log(""+ All input payloads found\n"");","20"
"C:\Users\elric\omega-project\tools\harness_official\src\b3\run_b3.ts","  console.log(""[HASHES]"");","29"
"C:\Users\elric\omega-project\tools\harness_official\src\b3\run_b3.ts","  console.log(`  B1_RUN1: ${hashes.B1_RUN1_sha256}`);","30"
"C:\Users\elric\omega-project\tools\harness_official\src\b3\run_b3.ts","  console.log(`  B1_RUN2: ${hashes.B1_RUN2_sha256}`);","31"
"C:\Users\elric\omega-project\tools\harness_official\src\b3\run_b3.ts","  console.log(`  B2_RUN1: ${hashes.B2_RUN1_sha256}`);","32"
"C:\Users\elric\omega-project\tools\harness_official\src\b3\run_b3.ts","  console.log(`  B2_RUN2: ${hashes.B2_RUN2_sha256}`);","33"
"C:\Users\elric\omega-project\tools\harness_official\src\b3\run_b3.ts","  console.log(""\n[DETERMINISM]"");","38"
"C:\Users\elric\omega-project\tools\harness_official\src\b3\run_b3.ts","  console.log(`  B1: ${b1Match ? ""MATCH +"" : ""MISMATCH x""}`);","39"
"C:\Users\elric\omega-project\tools\harness_official\src\b3\run_b3.ts","  console.log(`  B2: ${b2Match ? ""MATCH +"" : ""MISMATCH x""}`);","40"
"C:\Users\elric\omega-project\tools\harness_official\src\b3\run_b3.ts","  console.log(`\n=== B3 COMPLETE - ${report.verdict} ===`);","50"
"C:\Users\elric\omega-project\tools\harness_official\src\b3\run_b3.ts","  console.log(`Signature: ${signature}`);","51"
"C:\Users\elric\omega-project\tools\harness_official\src\b3\run_b3.ts","main().catch(err => { console.error(""Fatal:"", err); process.exit(1); });","54"
"C:\Users\elric\omega-project\tools\oracles\ignition.ts","    console.log(`  ${oracle}: No actual hash found at ${actualPath}`);","33"
"C:\Users\elric\omega-project\tools\oracles\ignition.ts","    console.log(`  ${oracle}: No baseline found at ${expectedPath}`);","45"
"C:\Users\elric\omega-project\tools\oracles\ignition.ts","    console.log(`  ${oracle}: Actual hash = ${actual}`);","46"
"C:\Users\elric\omega-project\tools\oracles\ignition.ts","    console.log(`  ${oracle}: Matches baseline`);","59"
"C:\Users\elric\omega-project\tools\oracles\ignition.ts","    console.log(`  ${oracle}: BASELINE MISMATCH`);","61"
"C:\Users\elric\omega-project\tools\oracles\ignition.ts","    console.log(`    Expected: ${expected}`);","62"
"C:\Users\elric\omega-project\tools\oracles\ignition.ts","    console.log(`    Actual:   ${actual}`);","63"
"C:\Users\elric\omega-project\tools\oracles\ignition.ts","  console.log('');","109"
"C:\Users\elric\omega-project\tools\oracles\ignition.ts","  console.log('???????????????????????????????????????????????????????????????????????');","110"
"C:\Users\elric\omega-project\tools\oracles\ignition.ts","  console.log('  OMEGA IGNITION ? All Oracles');","111"
"C:\Users\elric\omega-project\tools\oracles\ignition.ts","  console.log('???????????????????????????????????????????????????????????????????????');","112"
"C:\Users\elric\omega-project\tools\oracles\ignition.ts","  console.log('');","119"
"C:\Users\elric\omega-project\tools\oracles\ignition.ts","  console.log('[1/3] ORACLE-2: Production Artefact Manifest');","120"
"C:\Users\elric\omega-project\tools\oracles\ignition.ts","  console.log('?????????????????????????????????????????????');","121"
"C:\Users\elric\omega-project\tools\oracles\ignition.ts","    console.log('  ORACLE-2: FAILED (no production files)');","125"
"C:\Users\elric\omega-project\tools\oracles\ignition.ts","  console.log('');","141"
"C:\Users\elric\omega-project\tools\oracles\ignition.ts","  console.log('[2/3] ORACLE-1: Structured Test Report');","142"
"C:\Users\elric\omega-project\tools\oracles\ignition.ts","  console.log('?????????????????????????????????????????????');","143"
"C:\Users\elric\omega-project\tools\oracles\ignition.ts","    console.log('  ORACLE-1: Tests have failures (non-blocking for ignition)');","147"
"C:\Users\elric\omega-project\tools\oracles\ignition.ts","  console.log('');","155"
"C:\Users\elric\omega-project\tools\oracles\ignition.ts","  console.log('[3/3] ORACLE-X: Runtime Artifact Manifest');","156"
"C:\Users\elric\omega-project\tools\oracles\ignition.ts","  console.log('?????????????????????????????????????????????');","157"
"C:\Users\elric\omega-project\tools\oracles\ignition.ts","    console.log('  ORACLE-X: FAILED');","161"
"C:\Users\elric\omega-project\tools\oracles\ignition.ts","  console.log('');","173"
"C:\Users\elric\omega-project\tools\oracles\ignition.ts","  console.log('???????????????????????????????????????????????????????????????????????');","174"
"C:\Users\elric\omega-project\tools\oracles\ignition.ts","  console.log('  IGNITION SUMMARY');","175"
"C:\Users\elric\omega-project\tools\oracles\ignition.ts","  console.log('???????????????????????????????????????????????????????????????????????');","176"
"C:\Users\elric\omega-project\tools\oracles\ignition.ts","  console.log(`  ORACLE-1 (Tests):   ${oracle1.hash || 'N/A'} (${oracle1.entryCount} tests)`);","177"
"C:\Users\elric\omega-project\tools\oracles\ignition.ts","  console.log(`  ORACLE-2 (Dist):    ${oracle2.hash || 'N/A'} ${baseline2.pass ? '? baseline' : '? MISMATCH'}`);","178"
"C:\Users\elric\omega-project\tools\oracles\ignition.ts","  console.log(`  ORACLE-X (Runtime): ${oracleX.hash || 'N/A'} (${oracleX.entryCount} files)`);","179"
"C:\Users\elric\omega-project\tools\oracles\ignition.ts","  console.log('???????????????????????????????????????????????????????????????????????');","180"
"C:\Users\elric\omega-project\tools\oracles\ignition.ts","    console.log('');","183"
"C:\Users\elric\omega-project\tools\oracles\ignition.ts","    console.log('  ? IGNITION: PASS');","184"
"C:\Users\elric\omega-project\tools\oracles\ignition.ts","    console.log('');","185"
"C:\Users\elric\omega-project\tools\oracles\ignition.ts","    console.log('');","188"
"C:\Users\elric\omega-project\tools\oracles\ignition.ts","    console.log('  ? IGNITION: FAIL');","189"
"C:\Users\elric\omega-project\tools\oracles\ignition.ts","    console.log('');","190"
"C:\Users\elric\omega-project\tools\oracles\ignition.ts","  console.error('IGNITION CRASHED:', err);","196"
"C:\Users\elric\omega-project\tools\oracles\oracle_runtime_manifest.ts","    console.error(`ORACLE-X ERROR: Fixture not found: ${FIXTURE}`);","65"
"C:\Users\elric\omega-project\tools\oracles\oracle_runtime_manifest.ts","    console.error('ORACLE-X ERROR: Build not found. Run npm run build first.');","77"
"C:\Users\elric\omega-project\tools\oracles\oracle_runtime_manifest.ts","  console.log('ORACLE-X: Executing runner with fixture...');","89"
"C:\Users\elric\omega-project\tools\oracles\oracle_runtime_manifest.ts","    console.error('ORACLE-X ERROR: Runner execution failed');","97"
"C:\Users\elric\omega-project\tools\oracles\oracle_runtime_manifest.ts","    console.error('ORACLE-X ERROR: No runs directory found');","110"
"C:\Users\elric\omega-project\tools\oracles\oracle_runtime_manifest.ts","    console.error('ORACLE-X ERROR: No run directory found for intent_mvp');","127"
"C:\Users\elric\omega-project\tools\oracles\oracle_runtime_manifest.ts","  console.log(`ORACLE-X: Hashing run directory: ${latestRunDir}`);","138"
"C:\Users\elric\omega-project\tools\oracles\oracle_runtime_manifest.ts","    console.error('ORACLE-X ERROR: No files found in run directory');","145"
"C:\Users\elric\omega-project\tools\oracles\oracle_runtime_manifest.ts","  console.log(`ORACLE-X: runtime manifest generated`);","167"
"C:\Users\elric\omega-project\tools\oracles\oracle_runtime_manifest.ts","  console.log(`  Run Dir: ${latestRunDir}`);","168"
"C:\Users\elric\omega-project\tools\oracles\oracle_runtime_manifest.ts","  console.log(`  Files: ${entries.length}`);","169"
"C:\Users\elric\omega-project\tools\oracles\oracle_runtime_manifest.ts","  console.log(`  Hash: ${manifestHash}`);","170"
"C:\Users\elric\omega-project\tools\oracles\oracle_runtime_manifest.ts","  console.log(`  Output: ${manifestPath}`);","171"
"C:\Users\elric\omega-project\tools\oracles\oracle_runtime_manifest.ts","      console.error('ORACLE-X FAILED:', err);","192"
"C:\Users\elric\omega-project\tools\oracles\oracle_test_report.ts","  console.log('ORACLE-1: Running tests with JSON reporter...');","38"
"C:\Users\elric\omega-project\tools\oracles\oracle_test_report.ts","    console.log('ORACLE-1: Tests completed (some may have failed)');","49"
"C:\Users\elric\omega-project\tools\oracles\oracle_test_report.ts","    console.error('ORACLE-1 ERROR: Raw test report not generated');","55"
"C:\Users\elric\omega-project\tools\oracles\oracle_test_report.ts","    console.error('ORACLE-1 ERROR: Failed to parse raw test report');","72"
"C:\Users\elric\omega-project\tools\oracles\oracle_test_report.ts","  console.log(`ORACLE-1: canonical test report generated`);","90"
"C:\Users\elric\omega-project\tools\oracles\oracle_test_report.ts","  console.log(`  Total: ${canonical.totalTests}`);","91"
"C:\Users\elric\omega-project\tools\oracles\oracle_test_report.ts","  console.log(`  Passed: ${canonical.passed}`);","92"
"C:\Users\elric\omega-project\tools\oracles\oracle_test_report.ts","  console.log(`  Failed: ${canonical.failed}`);","93"
"C:\Users\elric\omega-project\tools\oracles\oracle_test_report.ts","  console.log(`  Skipped: ${canonical.skipped}`);","94"
"C:\Users\elric\omega-project\tools\oracles\oracle_test_report.ts","  console.log(`  Hash: ${canonHash}`);","95"
"C:\Users\elric\omega-project\tools\oracles\oracle_test_report.ts","  console.log(`  Output: ${canonPath}`);","96"
"C:\Users\elric\omega-project\tools\oracles\oracle_test_report.ts","      console.error('ORACLE-1 FAILED:', err);","119"
"C:\Users\elric\omega-project\tools\_graveyard\20260126_0132\harness_v1\b1\run_b1.ts","  console.log('[B1] === STABILITY AT SCALE ===');","101"
"C:\Users\elric\omega-project\tools\_graveyard\20260126_0132\harness_v1\b1\run_b1.ts","  console.log('[B1] Status: B-REARM (skeleton only, no execution)');","102"
"C:\Users\elric\omega-project\tools\_graveyard\20260126_0132\harness_v1\b1\run_b1.ts","  console.log(`[B1] Phase A Root: ${phaseARoot}`);","105"
"C:\Users\elric\omega-project\tools\_graveyard\20260126_0132\harness_v1\b1\run_b1.ts","  console.log('[B1] Calibration: LOADED');","108"
"C:\Users\elric\omega-project\tools\_graveyard\20260126_0132\harness_v1\b1\run_b1.ts","    console.error(err.message);","119"
"C:\Users\elric\omega-project\tools\_graveyard\20260126_0132\harness_v1\b1\run_b1.ts","    console.error(""Usage: run_b1.ts RUN1|RUN2"");","130"
"C:\Users\elric\omega-project\tools\_graveyard\20260126_0132\harness_v1\b1\run_b1.ts","  console.log(""WROTE:"", payloadPath);","159"
"C:\Users\elric\omega-project\tools\_graveyard\20260126_0132\harness_v1\b1\run_b1.ts","  console.log(""WROTE:"", reportPath);","160"
"C:\Users\elric\omega-project\tools\_graveyard\20260126_0132\harness_v1\b2\run_b2.ts","  console.log('[B2] === CANON COLLISION DETECTION ===');","82"
"C:\Users\elric\omega-project\tools\_graveyard\20260126_0132\harness_v1\b2\run_b2.ts","  console.log('[B2] Status: B-REARM (skeleton only, no execution)');","83"
"C:\Users\elric\omega-project\tools\_graveyard\20260126_0132\harness_v1\b2\run_b2.ts","  console.log(`[B2] Phase A Root: ${phaseARoot}`);","86"
"C:\Users\elric\omega-project\tools\_graveyard\20260126_0132\harness_v1\b2\run_b2.ts","  console.log('[B2] Calibration: LOADED');","89"
"C:\Users\elric\omega-project\tools\_graveyard\20260126_0132\harness_v1\b2\run_b2.ts","    console.error(err.message);","98"
"C:\Users\elric\omega-project\tools\_graveyard\20260126_0132\harness_v1\b2\run_b2.ts","    console.error(""Usage: run_b2.ts RUN1|RUN2"");","109"
"C:\Users\elric\omega-project\tools\_graveyard\20260126_0132\harness_v1\b2\run_b2.ts","  console.log(""WROTE:"", payloadPath);","138"
"C:\Users\elric\omega-project\tools\_graveyard\20260126_0132\harness_v1\b2\run_b2.ts","  console.log(""WROTE:"", reportPath);","139"
"C:\Users\elric\omega-project\tools\_graveyard\20260126_0132\harness_v1\b3\run_b3.ts","  console.log('[B3] === CROSS-RUN CONSISTENCY ===');","110"
