"Path","Line","LineNumber"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","  function updateTemplateLiteralTypeSpan(node, type, literal) {","26163"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","    return node.type !== type || node.literal !== literal ? update(createTemplateLiteralTypeSpan(type, literal), node) : node;","26164"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","  function createTemplateLiteralType(head, templateSpans) {","26358"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","    const node = createBaseNode(204 /* TemplateLiteralType */);","26359"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","    node.templateSpans = createNodeArray(templateSpans);","26361"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","  function updateTemplateLiteralType(node, head, templateSpans) {","26365"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","    return node.head !== head || node.templateSpans !== templateSpans ? update(createTemplateLiteralType(head, templateSpans), node) : node;","26366"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","  function createTaggedTemplateExpression(tag, typeArguments, template) {","26671"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","    const node = createBaseNode(216 /* TaggedTemplateExpression */);","26672"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","    node.template = template;","26679"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","    node.transformFlags |= propagateChildFlags(node.tag) | propagateChildrenFlags(node.typeArguments) | propagateChildFlags(node.template) | 1024 /* ContainsES2015 */;","26680"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","    if (hasInvalidEscape(node.template)) {","26684"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","  function updateTaggedTemplateExpression(node, tag, typeArguments, template) {","26689"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","    return node.tag !== tag || node.typeArguments !== typeArguments || node.template !== template ? update(createTaggedTemplateExpression(tag, typeArguments, template), node) : node;","26690"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","  function createTemplateExpression(head, templateSpans) {","26869"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","    const node = createBaseNode(229 /* TemplateExpression */);","26870"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","    node.templateSpans = createNodeArray(templateSpans);","26872"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","    node.transformFlags |= propagateChildFlags(node.head) | propagateChildrenFlags(node.templateSpans) | 1024 /* ContainsES2015 */;","26873"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","  function updateTemplateExpression(node, head, templateSpans) {","26876"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","    return node.head !== head || node.templateSpans !== templateSpans ? update(createTemplateExpression(head, templateSpans), node) : node;","26877"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","  function checkTemplateLiteralLikeNode(kind, text, rawText, templateFlags = 0 /* None */) {","26879"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","    Debug.assert(!(templateFlags & ~7176 /* TemplateLiteralLikeFlags */), ""Unsupported template flags."");","26880"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","  function getTransformFlagsOfTemplateLiteralLike(templateFlags) {","26898"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","    if (templateFlags) {","26900"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","  function createTemplateLiteralLikeToken(kind, text, rawText, templateFlags) {","26905"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","    node.templateFlags = templateFlags & 7176 /* TemplateLiteralLikeFlags */;","26909"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","    node.transformFlags = getTransformFlagsOfTemplateLiteralLike(node.templateFlags);","26910"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","  function createTemplateLiteralLikeDeclaration(kind, text, rawText, templateFlags) {","26913"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","    node.templateFlags = templateFlags & 7176 /* TemplateLiteralLikeFlags */;","26917"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","    node.transformFlags = getTransformFlagsOfTemplateLiteralLike(node.templateFlags);","26918"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","  function createTemplateLiteralLikeNode(kind, text, rawText, templateFlags) {","26921"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","    if (kind === 15 /* NoSubstitutionTemplateLiteral */) {","26922"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","      return createTemplateLiteralLikeDeclaration(kind, text, rawText, templateFlags);","26923"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","    return createTemplateLiteralLikeToken(kind, text, rawText, templateFlags);","26925"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","  function createTemplateHead(text, rawText, templateFlags) {","26927"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","    text = checkTemplateLiteralLikeNode(16 /* TemplateHead */, text, rawText, templateFlags);","26928"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","    return createTemplateLiteralLikeNode(16 /* TemplateHead */, text, rawText, templateFlags);","26929"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","  function createTemplateMiddle(text, rawText, templateFlags) {","26931"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","    text = checkTemplateLiteralLikeNode(16 /* TemplateHead */, text, rawText, templateFlags);","26932"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","    return createTemplateLiteralLikeNode(17 /* TemplateMiddle */, text, rawText, templateFlags);","26933"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","  function createTemplateTail(text, rawText, templateFlags) {","26935"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","    text = checkTemplateLiteralLikeNode(16 /* TemplateHead */, text, rawText, templateFlags);","26936"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","    return createTemplateLiteralLikeNode(18 /* TemplateTail */, text, rawText, templateFlags);","26937"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","  function createNoSubstitutionTemplateLiteral(text, rawText, templateFlags) {","26939"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","    text = checkTemplateLiteralLikeNode(16 /* TemplateHead */, text, rawText, templateFlags);","26940"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","    return createTemplateLiteralLikeDeclaration(15 /* NoSubstitutionTemplateLiteral */, text, rawText, templateFlags);","26941"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","  function createTemplateSpan(expression, literal) {","27066"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","    const node = createBaseNode(240 /* TemplateSpan */);","27067"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","  function updateTemplateSpan(node, expression, literal) {","27073"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","    return node.expression !== expression || node.literal !== literal ? update(createTemplateSpan(expression, literal), node) : node;","27074"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","  function createJSDocTemplateTag(tagName, constraint, typeParameters, comment) {","27803"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","    const node = createBaseJSDocTag(346 /* JSDocTemplateTag */, tagName ?? createIdentifier(""template""), comment);","27804"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","  function updateJSDocTemplateTag(node, tagName = getDefaultTagName(node), constraint, typeParameters, comment) {","27809"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","    return node.tagName !== tagName || node.constraint !== constraint || node.typeParameters !== typeParameters || node.comment !== comment ? update(createJSDocTemplateTag(tagName, constraint, typeParameters, comment), node) : node;","27810"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","  function shouldBeCapturedInTempVariable(node, cacheIdentifiers) {","28697"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","  function createCallBinding(expression, recordTempVariable, languageVersion, cacheIdentifiers = false) {","28719"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","      if (shouldBeCapturedInTempVariable(callee.expression, cacheIdentifiers)) {","28737"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","        thisArg = createTempVariable(recordTempVariable);","28738"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","      if (shouldBeCapturedInTempVariable(callee.expression, cacheIdentifiers)) {","28755"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","        thisArg = createTempVariable(recordTempVariable);","28756"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","    case 346 /* JSDocTemplateTag */:","29055"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","      return ""template"";","29056"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","    case 15 /* NoSubstitutionTemplateLiteral */:","29089"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","    case 16 /* TemplateHead */:","29092"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","    case 17 /* TemplateMiddle */:","29095"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","    case 18 /* TemplateTail */:","29098"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","    token = rawTextScanner.reScanTemplateToken(","29104"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","      /*isTaggedTemplate*/","29105"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","    case 15 /* NoSubstitutionTemplateLiteral */:","29115"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","    case 16 /* TemplateHead */:","29116"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","    case 17 /* TemplateMiddle */:","29117"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","    case 18 /* TemplateTail */:","29118"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","    Debug.assert(!(node.emitNode.internalFlags & 8 /* Immutable */), ""Invalid attempt to mutate an immutable node."");","29330"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","    createTemplateObjectHelper,","29565"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","    (generatorFunc.emitNode || (generatorFunc.emitNode = {})).flags |= 524288 /* AsyncFunctionBody */ | 1048576 /* ReuseTempVariableScope */;","29816"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","  function createRestHelper(value, elements, computedTempVariables, location) {","29847"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","    let computedTempVariableOffset = 0;","29850"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","          Debug.assertIsDefined(computedTempVariables, ""Encountered computed property name but 'computedTempVariables' argument was not provided."");","29855"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","          const temp = computedTempVariables[computedTempVariableOffset];","29856"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","          computedTempVariableOffset++;","29857"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","              factory2.createTypeCheck(temp, ""symbol""),","29860"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","              temp,","29863"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","              factory2.createAdd(temp, factory2.createStringLiteral(""""))","29866"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","    (generatorFunc.emitNode || (generatorFunc.emitNode = {})).flags |= 524288 /* AsyncFunctionBody */ | 1048576 /* ReuseTempVariableScope */;","29902"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","  function createTemplateObjectHelper(cooked, raw) {","29924"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","    context.requestEmitHelper(templateObjectHelper);","29925"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","      getUnscopedHelperName(""__makeTemplateObject""),","29927"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","var templateObjectHelper = {","30310"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","  name: ""typescript:makeTemplateObject"",","30311"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","  importName: ""__makeTemplateObject"",","30312"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","            var __makeTemplateObject = (this && this.__makeTemplateObject) || function (cooked, raw) {","30316"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","function isNoSubstitutionTemplateLiteral(node) {","30649"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","  return node.kind === 15 /* NoSubstitutionTemplateLiteral */;","30650"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","function isTemplateHead(node) {","30652"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","  return node.kind === 16 /* TemplateHead */;","30653"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","function isTemplateMiddle(node) {","30655"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","  return node.kind === 17 /* TemplateMiddle */;","30656"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","function isTemplateTail(node) {","30658"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","  return node.kind === 18 /* TemplateTail */;","30659"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","function isTemplateLiteralTypeSpan(node) {","30850"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","  return node.kind === 205 /* TemplateLiteralTypeSpan */;","30851"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","function isTemplateLiteralTypeNode(node) {","30853"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","  return node.kind === 204 /* TemplateLiteralType */;","30854"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","function isTaggedTemplateExpression(node) {","30883"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","  return node.kind === 216 /* TaggedTemplateExpression */;","30884"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","function isTemplateExpression(node) {","30922"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","  return node.kind === 229 /* TemplateExpression */;","30923"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","function isTemplateSpan(node) {","30961"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","  return node.kind === 240 /* TemplateSpan */;","30962"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","function isJSDocTemplateTag(node) {","31288"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","  return node.kind === 346 /* JSDocTemplateTag */;","31289"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","                // TODO: GH#18217","31534"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","                // TODO: GH#18217","31554"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","              // TODO: GH#18217","31629"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","function expandPreOrPostfixIncrementOrDecrementExpression(factory2, node, expression, recordTempVariable, resultVariable) {","31661"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","  const temp = factory2.createTempVariable(recordTempVariable);","31664"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","  expression = factory2.createAssignment(temp, expression);","31665"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","  let operation = isPrefixUnaryExpression(node) ? factory2.createPrefixUnaryExpression(operator, temp) : factory2.createPostfixUnaryExpression(temp, operator);","31667"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","    expression = factory2.createComma(expression, temp);","31676"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","  [216 /* TaggedTemplateExpression */]: function forEachChildInTaggedTemplateExpression(node, cbNode, cbNodes) {","32616"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","    return visitNode2(cbNode, node.tag) || visitNode2(cbNode, node.questionDotToken) || visitNodes(cbNode, cbNodes, node.typeArguments) || visitNode2(cbNode, node.template);","32617"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","  [229 /* TemplateExpression */]: function forEachChildInTemplateExpression(node, cbNode, cbNodes) {","32785"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","    return visitNode2(cbNode, node.head) || visitNodes(cbNode, cbNodes, node.templateSpans);","32786"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","  [240 /* TemplateSpan */]: function forEachChildInTemplateSpan(node, cbNode, _cbNodes) {","32788"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","  [204 /* TemplateLiteralType */]: function forEachChildInTemplateLiteralType(node, cbNode, cbNodes) {","32791"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","    return visitNode2(cbNode, node.head) || visitNodes(cbNode, cbNodes, node.templateSpans);","32792"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","  [205 /* TemplateLiteralTypeSpan */]: function forEachChildInTemplateLiteralTypeSpan(node, cbNode, _cbNodes) {","32794"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","  [346 /* JSDocTemplateTag */]: function forEachChildInJSDocTemplateTag(node, cbNode, cbNodes) {","32874"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","  return visitNode2(cbNode, node.expression) || // TODO: should we separate these branches out?","32923"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","  function reScanTemplateToken(isTaggedTemplate) {","33701"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","    return currentToken = scanner2.reScanTemplateToken(isTaggedTemplate);","33702"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","    if (isTaggedTemplateExpression(node)) {","33775"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","      parseErrorAt(skipTrivia(sourceText, node.template.pos), node.template.end, Diagnostics.Module_declaration_names_may_only_use_or_quoted_strings);","33776"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","    ) : isTemplateLiteralKind(kind) ? factory2.createTemplateLiteralLikeNode(","33981"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","      /*templateFlags*/","33985"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","  function parseTemplateSpans(isTaggedTemplate) {","34732"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","      node = parseTemplateSpan(isTaggedTemplate);","34737"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","    } while (node.literal.kind === 17 /* TemplateMiddle */);","34739"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","  function parseTemplateExpression(isTaggedTemplate) {","34742"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","      factory2.createTemplateExpression(","34745"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","        parseTemplateHead(isTaggedTemplate),","34746"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","        parseTemplateSpans(isTaggedTemplate)","34747"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","  function parseTemplateType() {","34752"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","      factory2.createTemplateLiteralType(","34755"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","        parseTemplateHead(","34756"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","          /*isTaggedTemplate*/","34757"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","        parseTemplateTypeSpans()","34760"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","  function parseTemplateTypeSpans() {","34765"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","      node = parseTemplateTypeSpan();","34770"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","    } while (node.literal.kind === 17 /* TemplateMiddle */);","34772"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","  function parseTemplateTypeSpan() {","34775"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","      factory2.createTemplateLiteralTypeSpan(","34778"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","        parseLiteralOfTemplateSpan(","34780"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","          /*isTaggedTemplate*/","34781"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","  function parseLiteralOfTemplateSpan(isTaggedTemplate) {","34788"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","      reScanTemplateToken(isTaggedTemplate);","34790"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","      return parseTemplateMiddleOrTemplateTail();","34791"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","      return parseExpectedToken(18 /* TemplateTail */, Diagnostics._0_expected, tokenToString(20 /* CloseBraceToken */));","34793"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","  function parseTemplateSpan(isTaggedTemplate) {","34796"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","      factory2.createTemplateSpan(","34799"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","        parseLiteralOfTemplateSpan(isTaggedTemplate)","34801"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","  function parseTemplateHead(isTaggedTemplate) {","34809"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","    if (!isTaggedTemplate && scanner2.getTokenFlags() & 26656 /* IsInvalid */) {","34810"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","      reScanTemplateToken(","34811"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","        /*isTaggedTemplate*/","34812"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","    Debug.assert(fragment.kind === 16 /* TemplateHead */, ""Template head has wrong token kind"");","34817"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","  function parseTemplateMiddleOrTemplateTail() {","34820"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","    Debug.assert(fragment.kind === 17 /* TemplateMiddle */ || fragment.kind === 18 /* TemplateTail */, ""Template fragment has wrong token kind"");","34822"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","  function getTemplateLiteralRawText(kind) {","34825"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","    const isLast = kind === 15 /* NoSubstitutionTemplateLiteral */ || kind === 18 /* TemplateTail */;","34826"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","    const node = isTemplateLiteralKind(kind) ? factory2.createTemplateLiteralLikeNode(kind, scanner2.getTokenValue(), getTemplateLiteralRawText(kind), scanner2.getTokenFlags() & 7176 /* TemplateLiteralLikeFlags */) : (","34832"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","        // TODO(rbuckton): JSDoc parameters don't have names (except `this`/`new`), should we manufacture an empty identifier?","34963"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","      case 15 /* NoSubstitutionTemplateLiteral */:","35542"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","      case 16 /* TemplateHead */:","35577"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","        return parseTemplateType();","35578"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","      case 15 /* NoSubstitutionTemplateLiteral */:","35619"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","      case 16 /* TemplateHead */:","35620"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","      case 15 /* NoSubstitutionTemplateLiteral */:","35866"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","      case 16 /* TemplateHead */:","35867"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","        if (!isTemplateStartOfTaggedTemplate()) {","36505"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","  function nextTokenIsIdentifierOrKeywordOrOpenBracketOrTemplate() {","36823"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","    return tokenIsIdentifierOrKeyword(token()) || token() === 23 /* OpenBracketToken */ || isTemplateStartOfTaggedTemplate();","36825"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","    return token() === 29 /* QuestionDotToken */ && lookAhead(nextTokenIsIdentifierOrKeywordOrOpenBracketOrTemplate);","36828"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","      if (isTemplateStartOfTaggedTemplate()) {","36908"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","        expression = !questionDotToken && expression.kind === 234 /* ExpressionWithTypeArguments */ ? parseTaggedTemplateRest(pos, expression.expression, questionDotToken, expression.typeArguments) : parseTaggedTemplateRest(","36909"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","  function isTemplateStartOfTaggedTemplate() {","36933"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","    return token() === 15 /* NoSubstitutionTemplateLiteral */ || token() === 16 /* TemplateHead */;","36934"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","  function parseTaggedTemplateRest(pos, tag, questionDotToken, typeArguments) {","36936"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","    const tagExpression = factory2.createTaggedTemplateExpression(","36937"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","      token() === 15 /* NoSubstitutionTemplateLiteral */ ? (reScanTemplateToken(","36940"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","        /*isTaggedTemplate*/","36941"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","      ), parseLiteralNode()) : parseTemplateExpression(","36943"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","        /*isTaggedTemplate*/","36944"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","        if (isTemplateStartOfTaggedTemplate()) {","36966"
